,tweet_id,text,Has_Verifiable_Claim
159,1241340364830707712,"News is that since January, classified security briefings told Trump that a pandemic was coming.  Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread.  #coronavirus #TrumpPandemic #TrumpLiesPeopleDie   https://t.co/uUgpRnUZCX",yes
160,1241365063598030849,Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands.,yes
161,1242226084504129537,"Trump says “we were early” on #coronavirus.  2/26 “The 15 (people) within a couple of days is going to be down to close to 0”  2/28 “One day, it’s like a miracle, it will disappear”   2/28 “This is their new hoax”   3/12 “It’s going to go away”  Yup. We were early",yes
162,1240963320322162688,Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. https://t.co/CpH74lIhCJ,yes
163,1241587305644724225,Maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on Trump to stop his COVID-19 pressers 🤦🏿‍♂️  Zero self-awareness.   https://t.co/7uQy3k3IfF,yes
164,1241156711823572992,The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.,yes
165,1241042191004336136,This is called a Presidential clap back at the liberal media.   President @realDonaldTrump says the American people are looking for hope and answers not this media sensationalism!   Thank you for fighting for the American people during this #coronavirus. Fight the #FakeNews https://t.co/ucVulYZVAd,yes
166,1241075579601985536,I repeat... China warned WHO of the New Corona Virus in DEC of 2019...  The President of the US called it a “HOAX” until about 10 days ago!!!,yes
167,1242001719996739584,Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.  As #IndiaFightsCorona join the league of #coronawarriors   Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@gmail.com https://t.co/oKGxObf85r,yes
168,1241109446111174657,"We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors https://t.co/SJrT5ndVEU",yes
169,1241388679722979328,Congress Gen Secy Ms @priyankagandhi  asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona https://t.co/GQEKnpLgn1,yes
170,1242492018275889152,"I attended the AMVCA on the 14th of March at Eko hotel. Even the After party.   I decided to isolate myself a day after when a rumor began, Early morning Work outs daily in my room.   I obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. 🤲🏼 #Covid19Out",yes
171,1241120640981250048,"Garlic may be tasty, but it WON'T protect you from the new #coronavirus.  Don't spread rumors.  The fight against #COVID19 is also a fight against disinformation.  #ShareInformation #ShareKnowledge #StayAtHomeChallenge https://t.co/DFLwgCdpL8",yes
172,1242419733854588930,"I have never hidden my hatred and utter disgust for the Nigerian ruling class. I'll not start with the fake sympathy now, there's nobody that deserves what is coming for them more than them. I hope corona virus does a thorough job. 😑",no
173,1240830754646523905,"Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  #FearPorn, it's the new #FakeNews.",yes
174,1242182466892435461,"After failing to correct @AOC's lie that President Trump called the #coronavirus a “hoax,” @CNN's Jake Tapper admitted he knew “the president did not call the virus a hoax.”  Today @tomfriedman repeated the same lie. Tapper did not correct him. https://t.co/o31FI8osb5 #FactsFirst https://t.co/MmQzG1JSTD",yes
175,1241908426327941120,"If our “leaders” don’t want people to start believing this is all a hoax, they best stop playing politics with it.   Out in the real world patience and trust is wearing thin.   @SpeakerPelosi @SenateDems #ChineseVirus #COVID19 #coronavirus",no
176,1242476319608201216,"This man is spreading lies and fake news.  Dear responsible Malaysians, kindly report him to https://t.co/i1B2suHGIN. Thank you.",yes
177,1241631591647997952,Senior propagandist for the Chinese communist regime spreading more conspiracy theories. Same dickhead who said virus originated in US.   Twitter allows Chinese govt officials on their platform even though Twitter is banned in China.,yes
178,1242234440996335627,Correct him and keep quiet because you cannot arrest him!!! How many rumors have you spread on this platform. WHO ARE YOU?,no
179,1241619416594255872,"Bihar reports first COVID-19 death: 38-year-old man with travel history to Qatar dies at AIIMS, Patna, says hospital official",yes
180,1241617169223274499,"Bihar: The 38-year-old man who has passed away at AIIMS in Patna and tested positive for #COVID19, had foreign travel history to Qatar.",yes
181,1241143349047853056,"#Qatar refused to prepare a hospital for the thousands #CoronaVirus infected migrant workers on its soil, instead, it has locked them inside animal shelters without any medical care! Migrants workers are not slaves, they have rights! Shame on #HumanRights orgs for being silent!",yes
182,1242566871964102657,"NEW #CDCTRAVELNOTICES: #COVID19 in Romania, Qatar, Singapore, Saudi Arabia, Philippines, Ecuador, South Africa, Indonesia, and India. Avoid all nonessential travel to these areas. More information: https://t.co/qymgi29Huz. https://t.co/vVz7la13BN",yes
183,1242349466239127553,"Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+ Police reaches home, puts entire family in quarantine. Now Evry member has ran away from home &amp; everyone's scared https://t.co/jKj0Ify4oh",yes
184,1241608444966137856,"First Corona death in Bihar. 38 years old Saif Ali died last night at AIIMS, Patna. He returned from Qatar few days back .",yes
185,1241617994276409344,Bihar:One person aged 38 years  died at AIIMS Patna due to #Coronavirus.He returned from Qatar and was admitted in hospital on March 20. #CoronaVirusUpdate https://t.co/emOzuisIJV,yes
186,1242329847655026689,Rwanda confirms 17 new COVID-19 cases bringing total to 36. 9 travellers from Dubai. 3 travellers from Kenya. 3 travellers from USA. 1 traveller from Qatar. 1 traveller from India. 1 contact of a previous case. https://t.co/T1awAmya7X,yes
187,1241385282093580290,These are the World Cup 2022 workers quarantined in miserable conditions in Qatar.. this is inhuman.. does @FIFAcom accept this crime? @FIFAWorldCup @fifaworldcup_fr @EASPORTSFIFA  @EAFIFADirect @fifamedia @fifacom_fr #Coronavirus #Covid_19 https://t.co/VqaWKgBOQV,yes
188,1241142266586173446,Amnesty says Qatar refused to prepare hospital for workers infected with #coronavirus working on projects like @FIFAWorldCup. Amnesty confirmed many cases inside “labour camps” where workers in Qatar live. I warned about this days ago. #coronavirus @FIFAcom has blood on its hands,yes
189,1235714275752267776,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.,yes
190,1235256530728972290,"ALERT‼️‼️‼️ The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health.",yes
191,1235648554338791427,COVID-19 health advice⚠️ https://t.co/XsSAo52Smu,no
192,1235674258858061825,"⚠️Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can cause “irreversible” lung damage even if the patient survives.  @thespybrief https://t.co/bmnu8VIf0S",yes
193,1235663306246860800,.@NationalNurses President Deborah Burger reads a public statement from one of our quarantined #nurses who works at a northern California Kaiser facility.  Full statement ➡️ https://t.co/YjTAvAXTRX #COVID19 @WorksafeCA https://t.co/pSZ1ghCB2k,no
194,1235436227140055040,"WOW. A man in Incheon, west of Seoul - who contracted #coronavirus - has documented his symptoms and activities for past 25 days since his felt the symptoms in 38 pages in remarkable detail. He wore masks and gloves at home and all 23 close contacts tested negative for the virus. https://t.co/2mjDiBjVtC",yes
195,1235602629247537154,So the CORONA virus stopping y’all from eating Chinese food N TRAVELING🙄  but HIV ain’t stop y’all from fuckin RAW😒🤔 https://t.co/VG1BGMU3ai,no
196,1235566351093137408,Miss corona u have another job to do 😍😍,no
197,1235620307534258176,"ALERT‼️‼️‼️ The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health.",yes
198,1235758466784014337,How many people’s #Coronavirus tests could be covered by the cost of building a...tennis pavilion at the White House?,no
199,1235956474955718656,"This is deadly serious:  Talking about corona-virus this morning, Trump said, 'We closed it down. We stopped it.'  There were 15 confirmed cases in the US a week ago.  There are 233 today.  There will be *5,000* in a week  TRUMP'S INCOMPETENCE KILLS. https://t.co/my1hPapbfo",yes
200,1235725137468514305,People in the @realDonaldTrump Administration need to resign for the continuing massive testing deficiencies.  @POTUS knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it.,yes
201,1235953995161595904,"It’s Friday. That means @realDonaldTrump is lying, again. @POTUS has not stopped the #CoronavirusOutbreak. It has now grown &amp; spread to 21 states with over 225 cases in the US. And we can’t contain it because we still don’t have enough test kits to know where the virus is.",yes
202,1235418456641531906,The meth you mistook for molly in 2014 was the Corona virus vaccine,yes
203,1235685422598062082,let's get an F in the chat for grandpa,no
204,1235812754495172608,"It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by @realDonaldTrump. He knew about the virus in January.  Instead of leading, @POTUS is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable.",yes
205,1235636443369873415,"Rick Santelli on @CNBC just made the argument that we'd be better off if everyone got the #coronavirus right away and 2% of the world died off, so that financial markets could stabilize.  Rick likes Republicans, don't be like Rick. This should go viral.  #VoteBlueToSaveAmerica https://t.co/1orGoG6cWO",yes
206,1235786467420581888,"WATCH: 'The best estimates now of the overall mortality rate for COVID-19 is somewhere between 0.1% and 1%,' Adm. Brett Giroir, assistant secretary for health at HHS, says. 'That's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%' https://t.co/ATnMRBLXVy",yes
207,1235287380292235264,There's not a single confirmed case of an Asian infected in NYC. Stop discriminating cause the virus definitely doesn't. #racist #coronavirus https://t.co/Wt1NPOuQdy,yes
208,1235950178789724168,Panic buying is a symptom of a dysfunctional society diseased with individualism  To those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!  A fortress of toilet paper will not protect you,yes
209,1235713244649713665,As soon as President @realDonaldTrump heard that the #Coronavirus was a problem in China he shutdown entry into the United States from China.  This saved many lives!  #TrumpTownHall https://t.co/a5bdOwe1i3,yes
210,1235589440870981632,I'm gonna have to go on TotalSportek for my nans funeral ffs,no
211,1236020820947931136,"Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.' https://t.co/IPAPagz4Vs",yes
212,1235777621604134914,"JUST GOT THIS: Personal statement by Hisham Hamdan, Covid-19 @ Case 26.  Read it. Eye-opening. https://t.co/cqUSUWoBEU",no
213,1235788666737291264,Toronto has another case of #COVID19 in a traveler who acquired the infection in.....Las Vegas.  You heard that right - Las Vegas.  The USA is exporting cases and the travel history is rapidly becoming irrelevant.  https://t.co/g5QpObskW4,yes
214,1235909436033699847,"BREAKING: There have now been more than 100,000 #coronavirus cases worldwide. 3,398 people have died of #COVID19 and 55,672 people have recovered.",yes
215,1235402290997141505,"I decided to read almost every paper that exists on #CoronaVirus today.  My background is Biology and Neurology and I'm obsessed with catching parabolic trends early, data and medical research.  Here is a thread with the latest research  Feel free to retweet or cite with credits",no
216,1235913020469108737,"I wish to express again my closeness to those who are ill with the #coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.",no
217,1235248869463732224,"Hmmm. Yet if it was Harry and Meghan that joked about this, it would be “Meghan wishes death upon the innocent citizens of Great Britain”",no
218,1236029221706895360,"BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing coronavirus test kits to the federal government, which means that Trump could profit from coronavirus testing. #COVIDー19 #coronavirus  https://t.co/Kwl3ylMZRk",yes
219,1235631509983412224,Coronavirus COVID-19 Global Cases as tracked by Johns Hopkins University's @JHUSystems https://t.co/z8MBbnbiuE https://t.co/9HreuuF3xZ,no
220,1235635838052175878,"did y’all know that there are 96,950 cases of COVID-19 right now?  Did y’all know 3,308 people have died from it?  BUT did y’all know that 53,981 of these cases have already recovered?  Stop letting the media control your brain. Scare tactics are real tactics. Do your research.",yes
221,1235740278901723136,"Dear @VP Pence: Is the below true? Do you have a plan?  Also, when are local jurisdictions going to get the #Coronavirus test kits you promised?",no
222,1235760705741127683,"I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS.....",yes
223,1235953286961913857,Same people used in multiple photos for corona claims in different cities across the world  &gt;&gt;33 is a prevalent number apparently. https://t.co/54V77XEfBB,yes
224,1236059089630908419,"After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.",yes
225,1235963807584915457,"Tomorrow this boomer is turning 25.. 👴 I will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK.  To celebrate I am giving this cool Nomad knife away.  Just retweet to enter.  Picking a random winner when I am home! 🥰 &lt;3 https://t.co/jkIjB08Hav",yes
226,1235760802851778560,Korea: giving free test kit for covid-19  PH: we on tiktok!!! 🥰,yes
227,1235719492493172737,"Today’s #coronavirus recap:  -95,270 confirmed cases globally &amp; 3,281 deaths  -80% of new cases in 🇮🇷🇮🇹🇰🇷  -@WHO estimates ~3.4% of 🌎 #COVID19 cases have died  -“It is a time for pulling out all the stops” -@DrTedros  -Countries must take a comprehensive, all-government approach",yes
228,1235795983503630336,me washing my hands: [bye sharona voice] die corona,no
229,1235927534308556802,RIP Grandpa can we get 30 gifted subs?',no
230,1235723999897882624,WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke?  #CoronaVirusUSA,yes
231,1235618874621558791,What works in stopping the spread of Coronavirus: 1. Wash your hands for at least 20 seconds 2. Cough and sneeze into your elbow 3. Stay home if you're sick  What doesn't work: 1. Racism,yes
232,1236069356032802817,Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable. #JustSoWrongJoe #NotOkayJoe https://t.co/b7d6NNGSrN,yes
233,1235743728247037952,"Here is my public service announcement: If @realDonaldTrump says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.",no
234,1235281112684843009,the scariest thing about COVID-19 is that it looks like a JIRA ticket,no
235,1235791843926761475,Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.,yes
236,1234747040669716482,MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS,yes
237,1235714090057830402,Translation - A 60 year old women caught a cold and is fine.,yes
238,1235669879027576833,It’s corona time https://t.co/DUYHFUcq7n,no
239,1235506614272241664,"Don’t die of #Coronavirus without seeing this first, it’s the finest clip you’ll watch this year.  #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus https://t.co/e8cYSW7tht",no
240,1236048815754326016,CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY @realDonaldTrump. He knew since Jan about the #coronavirus.  What is particularly shameful is @POTUS is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not.,yes
241,1235347146850914306,"if i got corona i wouldn’t be that mad tbh. quarantine would give me a lot of time to catch up on shows and stuff, read, write a bunch and if i’m lucky, die",no
242,1234245348572487682,this is the BEST set of info I’ve found on corona virus and it’s worth watching the full 10mins https://t.co/oTNt5Cxg8j,no
243,1235754913264779270,Normal sick ppl vs people with Corona virus #CoronaVirusChallenge https://t.co/UPeAkvZnNe,no
244,1235811829751799810,The virus of communal hatred is deadlier than Corona virus!,no
245,1235785921318072320,"Attempt by @realdonaldtrump to minimize #Coronavirus has not aged well. According to @nytimes, there are over 215 cases &amp; 14 deaths, including 56 new cases today. Due to lack of testing by Administration, we still don’t know extent of the virus spread.  https://t.co/HE1xjD8UuG",yes
246,1235617743161815041,Corona Virus is Temporary. House music is forever🤙,no
247,1235941267047174150,Denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. https://t.co/eTzEizz8O7,no
248,1235801885354758144,Coronovirus #COVID19 is cancelled! 🦠 https://t.co/Ei73KQF86V,no
249,1236060750210387970,Y’all tweeting about corona but not corinthians smh,no
250,1235350438658134019,The whole entire world: Corona Virus is dangerous.  Jamaicans: https://t.co/mhYcodvEJ4,no
251,1235882155357728771,“That’s the coffin there as you can see”  https://t.co/fhHr2ktymh https://t.co/Sf3ajQn6vY,no
252,1236071277955252226,"Like an invasion of hostile space aliens, COVID-19 Is an enemy of the human species that won’t negotiate. It cares not of your nationality, ideology, politics, or religion. This enemy of us all requires a global effort to combat, guided by science and not by magical thinking. https://t.co/ir50k21Fbd",yes
253,1235966384053485568,"Its Friday motherfuckers, you're showing up with a nut sack filled with Corona juice and a breathing mask.....",no
254,1235586819795947521,"#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. https://t.co/8CivSYbS29",yes
255,1235521471587299329,DOH IS OFFICIALLY ON TIKTOK!🎼  Learn protective measures against COVID-19 in this TikTok video! Join the #covidance challenge!  Follow DOH's official tiktok account at ID:dohgovph 🤟 https://t.co/YKjoD4RONc,no
256,1235703439688175618,⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers @CDCgov for initially REFUSING and then delaying #COVID19 testing.  “What a ridiculous and uneducated response...it’s a public health emergency.”  h/t @Iam_BrookeSmith @NationalNurses https://t.co/DXvzVzYfLs,yes
257,1235585206431580162,Let's bring more hope! Science works!  https://t.co/9tOT8vEhaO,no
258,1235912217943355392,"As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  @BTS_twt 💜💜💜💜💜💜💜 https://t.co/uHoZHtDn1S",yes
259,1235735428872974340,"President Trump could create a cure for COVID-19 and we'd hear 'not my cure' from the TDS crowd.  They say we're a cult, when in fact we're family.  Team Trump is a dynasty and this dynasty is going to get him re-elected. #Landslide2020",no
260,1235751746107879424,"After @realDonaldTrump and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.  Experts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.  Their incompetence will cost lives.🤬  @thespybrief",yes
261,1235661301835235328,#HongKongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. #HongKong had the first case of #coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.,yes
262,1235778760932196357,So there is local transmission. Please wash your hands. Please don't cough or sneeze on people.,no
263,1235407182168023040,"Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.",yes
264,1235676894026231812,This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs.  https://t.co/CvxaNJ1edV,yes
265,1234756199335133184,My bihun sup ain't perfect without sambal hitam🤧🤧,no
266,1235717251753369600,Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see https://t.co/haRP4i1hQG,yes
267,1235949880952094720,"So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.",no
268,1235714445747179520,whats the coolest way we can say '16 people have been tested',no
269,1235714668833828864,"This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. https://t.co/stxLFdcdcj",yes
270,1235545254347984897,Virus needs Us to travel. Let us 'Beat The Virus' with Conscious and Responsible action. Do not allow Virus to dislocate and disrupt your lives and that of the Nation. - Sg #CoronaVirus,no
271,1235911492932956160,"Nero's fiddling again. As people die &amp; his administration fumbles the COVID-19 response, DONALD TRUMP IS TAKING ANOTHER TAXPAYER-FUNDED VACATION TO HIS PRIVATE LUXURY RESORT. I'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt POTUS.",yes
272,1235788042889318400,"Well, we called it here first, didn't we? Or at least among the first... This would be good news.",no
273,1235840256831709184,"#Taiwan’s ability to contain the #COVID19 outbreak is a tribute to our unity &amp; resilience. It also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: https://t.co/nzAzrDyoZf",yes
274,1235829825706680322,"Dear @StateDept: A reminder that last week in @HouseForeign Affairs Committee, @SecPompeo refused 6 times to deny that #coronavirus is a hoax.  https://t.co/3kiwPLsYcj",yes
275,1235964038242340866,There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy https://t.co/lV5A5ESFzX,yes
276,1235582989511213056,"Japan: close schools Italy: close schools and football games China: shut everything down  Olympics; may cancel  Trump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school.  #TrumpVirus #COVID19 #Coronvirus",yes
277,1235586291200389120,Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. https://t.co/oIz1I3yPoz,yes
278,1235687344751034369,"According to TMZ, and some other reliable sources. Selena Gomez has reportedly donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as the Coronavirus. “I want everyone to know that they are rare and soon this disease will be.” https://t.co/YyZJ64uUwr",yes
279,1236034841860136960,"Dear #Patriots,  Who else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...  when they could care less about how many deaths occur every minute from abortions??",yes
280,1235973434095669254,6 Mar 20 | 7pm GMT+2 # of confirmed #COVID19 cases in the Region  🇦🇫Afghanistan 1 🇧🇭Bahrain 56 🇪🇬Egypt 15 🇮🇷IR Iran 4747 incl 124 deaths 🇮🇶Iraq 38 incl 2 deaths  🇯🇴Jordan 1 🇰🇼Kuwait 58 🇱🇧Lebanon 16 🇲🇦Morocco 2 🇴🇲Oman 16 🇵🇸OPT 7 🇵🇰Pakistan 6 🇶🇦Qatar 11 🇹🇳Tunisia 1 🇸🇦KSA 5 🇦🇪UAE 29 https://t.co/LMjICMWAgO,yes
281,1236036720656650240,"Trump campaign sues CNN over ‘false and defamatory’ 'Russia Russia' statements, seeks millions in damages.  Fake News Medias are worse than #coronavirus. Enemy of the People!  THE GREAT AWAKENING. You are the news now. Handle w/ care. Q #QAnon #Trump2020 #KAG  #KAG2020 #WWG1WGA https://t.co/yWiMqKmSUx",yes
282,1235921373991546882,"Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: https://t.co/OJGsWY74F1",yes
283,1235938655249870848,@realDonaldTrump Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite https://t.co/sCsDU1ffum,yes
284,1235936415516700675,"That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief  https://t.co/G75j8PLiiX",yes
285,1235563421459976193,WARNING ⚠️: This man is the KING of the collusion hoax empire. Trust nothing he says or writes. He’s pure disinformation. 👇🏻👇🏻👇🏻,yes
286,1235908760620748800,Media is bombarding us with queries about fake cases. I will be the one who will know first. I request you desist from fake news #Coronavirus https://t.co/p8Q5HlLj4j,yes
287,1235902012375674881,"New York AG Warns Televangelist #JimBakker To Stop Selling FAKE #CORONAVIRUS CURE  #LisaLandau, chief of the AG’s Health Care Bureau, sent a cease and desist letter to Bakker on Thursday threatening legal action  #MOG☘️ #BlueWave2020  #MAGA #Christians https://t.co/y1iWhZWlsI",yes
288,1235817262847635457,"Before the Corona Virus reached South Africa, Trevor Noah was on the daily show making fun of the fact that we were gonna die because of China and their fake things . Some American got offended that he's making fun of such a serious situation and he was like",yes
289,1234964653014384644,"Since this will never get reported by the media, I wanted to share a copy of this check.  @realDonaldTrump  is once again donating his salary back to the United States Government  â This quarter, it will be donated to  @HHSGov  to confront, contain, and combat #Coronavirus. Flag of United StatesFlag of United States",yes
290,1234869939720216578,"Thanks, #MichaelBloomberg. Hereâs a handy little (unintentional) demo on the way to spread #coronavirus by the most clueless person in America: touch community food as much as you can with your saliva-soaked fingers.  #MiniMikeBloomberg #DroolingBloomberg",no
291,1234873136304267267,"Folks, when you say ""The corona virus isn't a big deal, it only kills the disabled, elderly, chornically-ill, and immunocompromised,"" the implication is that those people are expendable.  Please be more careful.",no
292,1235071285027147776,Just 1 case of Corona Virus in India and  people are crazy  for masks!! Daily 400 people die in road crashes & still no craze for HelmetsThinking face  #safetysaves  be it virus or road crashes!,yes
293,1234911110861594624,"President  @realDonaldTrump  made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to  @HHSGov  to support the efforts being undertaken to confront, contain, and combat #Coronavirus.",yes
294,1234685467682979840,"I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis.   Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went.",yes
295,1235024875279933440,"my dad said ""why don't they just cure corona virus"" and i told him it reminded me of this home movies clip",no
296,1235083359501430789,"Experts across the world have advised to reduce mass gatherings to avoid the spread of COVID-19 Novel Coronavirus. Hence, this year I have decided not to participate in any Holi Milan programme.",yes
297,1235219248903073800,Prime Minister of Israel Benjamin Netanyahu  @netanyahu  encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus,yes
298,1234979421464879105,Dear  @realDonaldTrump : You knew about #Covid_19 in January. It is March and your Administration still does not have enough test kits. That is unconscionable and a dereliction of duty.  Stop minimizing the #CoronaOutbreak and start leading. Lives are at stake. <link>,yes
299,1235185048078278657,Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>,no
300,1234916336393969667,"Countries with largest numbers of #coronavirus diagnoses  1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA",yes
301,1234616723615166465,"I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series <link>",yes
302,1235351764737675264,"Thank you, keep up the great work!",no
303,1235149229179404289,"The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable.   The seasonal flu's fatality rate is below 1% https://aje.io/gysap",yes
304,1234650511636410368,Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose,no
305,1234634259912155137,"BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.",yes
306,1234831345777627138,Now they want to clean,no
307,1235210250812305408,"Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. ðð½ <link>",yes
