,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
136,1241836819362299906,1168,4371,"shout out to @gavinnewsom &amp; @nygovcuomo! this is what real leadership looks like. they are kicking ass &amp; doing so w/ empathy &amp; respect, taking care of our citizens while trump is trying to make us believe he changed his mind about calling the coronavirus a hoax!",275,274,0.9963636363636363,11,0,0,1,2,0
137,1242505023600447491,1323,3875,ट्रम्प की कोरोना संकट से निपटने की समयावधि: एक महीने पहले: यह एक धोखा है। रास्ता ओवरब्लोज़। दो हफ्ते पहले: यह गंभीर है। इसके प्रसार को रोकने के लिए हमें कार्रवाई करनी चाहिए। इस हफ्ते: दूसरी बार अहं ने सोचा कि शायद एक लाख लोग मर रहे हैं या नहीं,260,255,0.9807692307692307,7,0,0,0,0,1
138,1242115861114163201,1324,1759,"know the facts about covid19. don’t share rumors &amp; unintentionally spread misinformation. federal, state &amp; local governments are posting current and accurate information. for help in distinguishing rumor from fact, see @fema coronavirus rumor control: URL URL",308,267,0.8668831168831169,24,0,0,0,0,1
139,1241774256511385602,6755,12000,"covid19 के रोगियों में सांस की गंभीर बीमारी के हल्के लक्षण थे। लक्षणों में बुखार, खांसी या सांस की तकलीफ शामिल हैं। कोविद -19 लक्षणों के बारे में अधिक जानें: URL URL",217,176,0.8110599078341014,18,0,0,0,0,1
140,1241272447187419137,986,1098,आयु न्याय मंत्री @juditvarga_eu संसद को बिल भेजता है: - 2020 के आपातकाल के अंत की स्थिति - डिक्री द्वारा नियम - संसद निलंबित - कोई स्नैप चुनाव / जनमत संग्रह - फर्जी समाचार और अफवाहें फैलाने के लिए 5 साल तक की सजा,279,257,0.921146953405018,23,0,0,0,0,1
141,1242322693086760960,863,2724,"watch an airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about covid19, after she gets harassed by people in her housing society for allegedly spreading coronavirus. URL",237,214,0.9029535864978903,16,0,0,0,0,1
142,1242320472718692352,1036,3642,यह शर्मनाक है कि आपकी ख्याति का व्यक्ति भारत और उसकी परंपराओं के लिए नफ़रत से नफरत में नकली समाचार / अफवाहें फैलाता है। डॉक्‍टरों के स्‍वास्‍थ्‍य के साथ-साथ इमरजेंसी वर्कर्स की सराहना करने के लिए @arendramodi के आह्वान पर बालकनियों में सम्मान के रूप में भारत आया। कोई और कारण नहीं था। तथ्यों की जांच?,280,280,1.0,7,1,1,0,0,1
143,1241313848939986947,990,2872,"another 'fake news' being peddled in india is india is a country of vegetarians, so it is not going to be affected by coronavirus like china. vegetarianism &amp; corona has no connection. + india's vegetarianism is a myth, 80% indians are meat eaters! URL",278,255,0.9172661870503597,15,0,0,1,1,1
144,1241114836433584130,820,2246,"to-date, uganda has no confirmed case of covid19. there is an article alleging that “uganda confirms 1st case of coronavirus”-this is not true and absolutely fake. people, please stop spreading rumors. our teams are working around the clock to protect you &amp; keep covid out of URL",307,283,0.9218241042345277,29,0,0,0,0,1
145,1241370210575069184,1184,1697,"आज सुबह मेरी धोखाधड़ी की चेतावनी प्रकाशित हुई, कृपया पढ़ें और साझा करें - फ्रैंक अंजीर: कोरोनावायरस स्कैम अलर्ट: नकली स्टारबक्स कूपन से करदाता धोखाधड़ी तक, विपक्ष वायरल हो रहा है @nbcnewsthink @msncc coronavirus URL",236,214,0.9067796610169492,26,0,0,0,0,1
146,1242373497948491776,812,1737,एक ऑनलाइन वेबसाइट ने झूठी सूचना दी है कि सरकार को covid19 के कारण होने वाले संकट से निपटने के लिए भारत में वित्तीय आपातकाल लगाने की संभावना है। कृपया सलाह दें कि कहानी दुर्भावनापूर्ण और नकली है और ऐसी कोई योजना नहीं है। यूआरएल,262,238,0.9083969465648855,11,0,0,0,0,1
147,1241949968174387200,891,1257,"""चीन और जो प्रमुख हैं: उन दोनों को महामारी के लिए जिम्मेदार ठहराते हैं"": @who के प्रमुख @drtedros ने चीनी राष्ट्रपति xijinping ने कथित तौर पर jov में हफ्तों के लिए covid19 की पूरी सीमा को छिपाने में मदद की, जिससे वैश्विक आपदा पैदा हुई। पढ़ें! यूआरएल",268,246,0.917910447761194,25,0,0,1,1,1
148,1240681625756880897,1881,6240,दस लाख दिरहम ठीक। 5 साल जेल और निर्वासन और सोशल मीडिया या व्हाट्सएप पर कोरोनोवायरस के बारे में किसी भी अपुष्ट या fakenews को साझा करने के लिए uae से जीवन के लिए प्रतिबंध। uae सरकार ने इस महामारी के दौरान सबसे अच्छी घोषणा की। क्या हम पाकिस्तान में ऐसा कर सकते हैं?,276,268,0.9710144927536232,16,1,1,0,0,1
149,1241649820273709056,1017,2569,अब तक मुझे पता है कि मेरे पास 2 पीपीएल हैं जिन्होंने कोरोना के लिए सकारात्मक परीक्षण किया है। दोनों अस्पताल में निमोनिया से उबर रहे हैं। यह कोई खेल या षड्यंत्र नहीं है। ppl को अच्छी तरह से शुभकामनाएं आदि की आवश्यकता नहीं है ... उन्हें आपके घर रहने की आवश्यकता है,211,211,1.0,6,0,0,0,0,1
150,1241683913535148032,1036,1292,fakenews अलर्ट pibfactcheck: दावा है कि पेरासिटामोल कोरोनोवायरस संक्रमण का इलाज कर सकता है! covid19india पर झूठे उपायों से सावधान रहें। coronavirusinindia पर प्रामाणिक जानकारी के लिए @mohfw_india URL का अनुसरण करें,254,225,0.8858267716535433,31,0,0,1,1,1
151,1242514092339925000,993,1382,"कैदी -19 की चिंताओं से मुक्त कैदी ने महिला के घर में कथित रूप से तोड़ दिया, उसे चाकू से बांध दिया, और उसे यूआरएल को मारने की धमकी दी",159,139,0.8742138364779874,11,0,0,0,0,1
152,1241665385302306816,843,760,coronavirus fact check हॉप ऑन और rt अगर आप djt सपोर्ट करते हैं,256,210,0.8203125,64,0,0,0,0,0
153,1242107392713584642,974,1055,"नमस्कारम, यह संदेश सद्गुरु का नहीं है। यह एक नकली संदेश है जिसे व्हाट्सएप पर प्रसारित किया जा रहा है। हम आपसे इन ट्वीट्स को हटाने का अनुरोध करते हैं।",149,146,0.9798657718120806,6,0,0,0,0,1
154,1241340364830707712,898,1542,"खबर है कि जीवित होने के बाद से, वर्गीकृत सुरक्षा ब्रीफिंग ने ट्रम्प को बताया कि एक महामारी आ रही थी। ट्रम्प ने कुछ नहीं किया, हमें बताया कि यह एक ""लोकतांत्रिक धोखा"" था, और यह कि पंद्रह मामले जल्द ही होंगे। थ्रेड। कोरोनोवायरस ट्रम्प्पेन्डेमिक ट्रम्प्लिसपीपॉलेडी यूआरएल",280,253,0.9035714285714286,19,0,0,0,0,1
155,1241365063598030849,942,2694,"ट्रंप के नोटिन करने के फैसले को और covid19 को '' धोखा '' कहकर बेवजह उजागर करने वाले लाखों लोगों पर कार्रवाई की, जो शायद ठीक से जानते हों। खून की एक नदी होगी जो हमेशा के लिए ट्रम्प के छोटे हाथों को दाग देगी।",214,212,0.9906542056074766,8,0,0,0,0,1
156,1242226084504129537,761,2471,"ट्रम्प का कहना है कि ""हम जल्दी थे"" कोरोनोवायरस पर। 2/26 ""द 15 (लोग) एक दो दिनों के भीतर बंद होने जा रहा है"" 2/28 ""एक दिन, यह एक चमत्कार की तरह है, यह गायब हो जाएगा"" 2/28 ""यह उनका नया धोखा है"" 3/12 ""यह दूर जा रहा है"" हाँ। हम जल्दी थे",264,256,0.9696969696969697,7,0,0,0,0,1
157,1240963320322162688,873,3312,actual people telling the world that pakistan is taking precautions against coronaviruspakistan. but our fake media giving only hype &amp; sensationalism. we all have to be one in this war against coronavirus. stay home. stay safe. URL,257,235,0.914396887159533,22,0,0,0,0,1
158,1241587305644724225,608,1473,पागलो - वह महिला जिसने 4 साल से झूठ और जंगली षड्यंत्र के सिद्धांतों को दबाया हुआ है - वह अपने कोविद -19 प्रेसरों को शून्य आत्म-जागरूकता को रोकने के लिए ट्रम्प को बुला रहा है। यूआरएल,186,157,0.8440860215053764,11,0,0,0,0,1
159,1241156711823572992,574,1707,the fact that people refuse to stop gathering in large groups because they don't believe millions of americans could die is donald trump's fault. you can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take corona seriously.,280,280,1.0,6,0,0,0,0,1
160,1241042191004336136,694,2686,इसे उदारवादी मीडिया में एक राष्ट्रपति क्लैप कहा जाता है। राष्ट्रपति @realdonaldtrump का कहना है कि अमेरिकी लोग इस मीडिया सनसनीखेज नहीं आशा और जवाब की तलाश में हैं! इस कोरोनावायरस के दौरान अमेरिकी लोगों के लिए लड़ने के लिए धन्यवाद। fakenews URL से लड़ें,298,272,0.912751677852349,16,0,0,1,1,1
161,1241075579601985536,745,2665,"मैं दोहराता हूं ... चीन ने 2019 के लिए नए कोरोना वायरस में से किसे चेतावनी दी ... हम में से राष्ट्रपति ने इसे लगभग 10 दिन पहले तक ""धोखा"" कहा था !!!",141,140,0.9929078014184397,19,0,0,1,3,1
162,1242001719996739584,615,1094,भारत सरकार कोरोनोवायरस पर गलत सूचना / # fakenews पर अंकुश लगाने के लिए सभी सोशल मीडिया प्लेटफार्मों के लिए एडवाइजरी जारी करती है। के रूप में indiafightscorona coronawarriors की लीग में शामिल होने के लिए आगे एक नकली होने का संदेह है: whatsapp us: +91 87997 11259 | - pibfactcheck@gmail.com URL,303,273,0.900990099009901,17,0,0,0,0,1
163,1241109446111174657,658,1716,"हमें अफवाहें पसंद नहीं हैं। कृपया उन्हें न फैलाएं। अगर आप लोगों को बता रहे हैं कि नेट। गार्ड मार्शल कानून लागू करने जा रहा है, कृपया बंद करो। यह सच नहीं है। वे चिकित्सा आपूर्ति वितरित करने में मदद करने में व्यस्त हैं। कृपया और धन्यवाद। covid19 kckpd commonsense norumors URL",295,271,0.9186440677966101,21,0,0,0,0,1
164,1241388679722979328,626,4026,congress gen secy ms @priyankagandhi लोगों से घबराने को नहीं कहता; फर्जी खबर न फैलाएं; सावधानी बरतें और हाथ धोएं ... कोरोना URL,156,134,0.8589743589743589,10,0,0,0,0,1
165,1242492018275889152,697,2423,"मैं 14 मार्च को इको होटल में मार्च में शामिल हुआ। पार्टी के बाद भी। मैंने खुद को एक दिन बाद अलग करने का फैसला किया जब एक अफवाह शुरू हुई, मेरे कमरे में रोजाना सुबह काम करना शुरू होता था। मैंने 14 दिनों के अलगाव की अवधि का पालन किया। दिन अब ९। प्यार और प्रकाश लोग। covid19out",269,261,0.9702602230483272,20,0,0,0,0,1
166,1241120640981250048,519,841,"लहसुन स्वादिष्ट हो सकता है, लेकिन यह नए कोरोनावायरस से आपकी रक्षा नहीं करेगा। अफवाह न फैलाएं। covid19 के खिलाफ लड़ाई भी कीटाणुशोधन के खिलाफ लड़ाई है। शेयरइनफ़ॉर्मेशन",242,214,0.8842975206611571,25,0,0,0,0,1
167,1242419733854588930,601,918,"मैंने अपने घृणा और घृणा को कभी भी नहीं छिपाया है जो कि नीग्रियन शासक वर्ग के लिए घृणा है। मैं अब नकली सहानुभूति के साथ शुरू नहीं करूँगा, कोई भी ऐसा नहीं है जो इसके लिए उनसे अधिक आ रहा है। मुझे आशा है कि कोरोना वायरस पूरी तरह से काम करता है।",233,231,0.9914163090128756,4,0,0,0,0,0
168,1240830754646523905,641,1415,"फ्लू का मौसम कम हो रहा है और गर्म मौसम लौट रहा है। विशेषज्ञों ने अनुमान लगाया कि 70% अमेरीका कोविद 19 से संक्रमित होंगे। निकला ।005% थे। इसे इतना खो दिया। भय, यह नया fakenews है।",210,203,0.9666666666666667,19,0,0,0,0,1
169,1242182466892435461,598,1141,"@ ट्रो के झूठ को सही करने में नाकाम रहने के बाद, राष्ट्रपति ट्रम्प ने कोरोनावायरस को एक ""धोखा"" कहा, @ cnn की जेक टॅपर ने स्वीकार किया कि उन्हें पता था कि ""राष्ट्रपति ने वायरस को धोखा नहीं कहा है।"" आज @tomfriedman ने उसी झूठ को दोहराया। टैपर ने उसे ठीक नहीं किया। URL factfirst URL",304,261,0.8585526315789473,24,0,0,0,0,1
170,1241908426327941120,514,998,"अगर हमारे ""नेता"" नहीं चाहते कि लोग यह मानें कि यह सब एक धोखा है, तो वे इसके साथ राजनीति खेलना बंद कर देते हैं। असली दुनिया में धैर्य और विश्वास पतला है। @speakerpelosi @senatedems चीनी वायरस covid19 कोरोनावायरस",239,232,0.9707112970711297,13,0,0,0,0,0
171,1242476319608201216,770,363,"यह आदमी झूठ और फर्जी खबरें फैला रहा है। प्रिय जिम्मेदार मलेशियाई, कृपया उसे URL को रिपोर्ट करें धन्यवाद।",128,106,0.828125,9,0,0,0,0,1
172,1241631591647997952,800,2062,चीनी कम्युनिस्ट शासन के लिए वरिष्ठ प्रचारक ने और अधिक षड्यंत्र के सिद्धांतों का प्रसार किया। एक ही डिकहेड ने कहा कि वायरस की उत्पत्ति हमारे यहां हुई। ट्विटर चीन में प्रतिबंधित होने के बावजूद अपने प्लेटफॉर्म पर चीनी सरकार के अधिकारियों को अनुमति देता है।,233,231,0.9914163090128756,9,0,0,0,0,1
173,1242234440996335627,555,1011,उसे ठीक करो और चुप रहो क्योंकि तुम उसे गिरफ्तार नहीं कर सकते !!! इस मंच पर आपने कितनी अफवाहें फैलाई हैं। तुम कौन हो?,122,122,1.0,11,1,1,1,3,0
174,1241619416594255872,303,1003,"अस्पताल के अधिकारी का कहना है कि बिहार में पहली बार कोविद -19 की मौत की खबर है: 38 वर्षीय व्यक्ति की यात्रा इतिहास से लेकर कतर तक मरती है,",125,125,1.0,13,0,0,0,0,1
175,1241617169223274499,344,1106,"बिहार: 38 साल का वह व्यक्ति जो पटना में अय्यम के घर गया और covid19 के लिए सकारात्मक परीक्षण किया, कतर की विदेश यात्रा का इतिहास था।",135,134,0.9925925925925926,14,0,0,0,0,1
176,1241143349047853056,285,190,"कतर ने अपनी धरती पर हजारों कोरोनोवायरस संक्रमित प्रवासी श्रमिकों के लिए एक अस्पताल तैयार करने से इनकार कर दिया, इसके बजाय, उन्होंने उन्हें बिना किसी चिकित्सा देखभाल के पशु आश्रयों के अंदर बंद कर दिया है! प्रवासी कामगार गुलाम नहीं हैं, उनके पास अधिकार हैं! चुप रहने के लिए मानव-अंगों पर शर्म करो!",278,275,0.9892086330935251,7,0,0,1,3,1
177,1242566871964102657,388,476,"new cdctravelnotices: covid19 in romania, qatar, singapore, saudi arabia, philippines, ecuador, south africa, ind इंडोनेशिया, और india। इन क्षेत्रों में सभी यात्रा करने से बचें। अधिक जानकारी: URL URL",246,203,0.8252032520325203,41,0,0,0,0,1
178,1242349466239127553,264,199,"saif ali returns frm qatar, goes to munger, bihar. gets unwell, is admitted to hospital, referred to aiims but dies. doc found he is corona+ police reaches home, puts entire family in quarantine. now evry member has ran away from home &amp; everyone's scared URL",282,262,0.9290780141843972,18,0,0,0,0,1
179,1241608444966137856,192,324,"बिहार में पहले कोरोना की मौत। 38 साल के सैफ अली की कल रात एम्स, पटना में मौत हो गई। वह कुछ दिन पहले क़तर से लौटा।",122,122,1.0,13,0,0,0,0,1
180,1241617994276409344,139,401,बिहार: 38 वर्ष की आयु के एक व्यक्ति की मौत कोरोनोवायरस की वजह से हुई थी। वह कतर से लौटा था और उसे 20 मार्च को अस्पताल में भर्ती कराया गया था। कोरोनावायरसअपडेट URL,179,156,0.8715083798882681,19,0,0,0,0,1
181,1242329847655026689,172,221,"रवांडा 17 नए कोविद -19 मामलों की पुष्टि करता है, जिसमें कुल 36 हैं। डबाई से 9 यात्री। केनाय से 3 यात्री। अमेरिका से 3 यात्री। कतर से 1 यात्री। भारत से 1 यात्री। पिछले मामले का 1 संपर्क। यूआरएल",234,214,0.9145299145299145,16,0,0,0,0,1
182,1241385282093580290,109,75,क़तर में दयनीय परिस्थितियों में विश्व कप के 2022 श्रमिकों को छोड़ दिया गया है .. यह अमानवीय है .. क्या @fifacom इस अपराध को स्वीकार करता है? @fifaworldcup @fifaworldcup_fr @easportsfifa @eafifadirect @fifamedia @fifacom_fr coronavirus covid_19 URL,264,241,0.9128787878787878,42,1,1,0,0,1
183,1241142266586173446,13,9,"एमनेस्टी का कहना है कि कतर ने @fifaworldcup जैसी परियोजनाओं पर काम करने वाले कोरोनावायरस से संक्रमित श्रमिकों के लिए अस्पताल तैयार करने से इनकार कर दिया। एमनेस्टी ने ""लेबर कैंप"" के अंदर कई मामलों की पुष्टि की, जहां कतर के मजदूर रहते हैं। मैंने इस दिन के बारे में चेतावनी दी थी। coronavirus @fifacom के हाथों में खून होता है",280,278,0.9928571428571429,15,0,0,0,0,1
184,1235714275752267776,63932,226395,मैं अभी मिल्टन और लोंबार्डी में कोरोनोवायरस की रिपोर्टिंग के बाद jfk पर उतरा था - इटैलिक के प्रकोप का केंद्र- @vicenews के लिए। मैं हमसे रिवाज के माध्यम से सही चला। उन्होंने मुझसे यह नहीं पूछा कि मैं कहाँ गया था या अगर मैं बीमार लोगों के संपर्क में आया था। उन्होंने मुझसे कुछ नहीं पूछा।,275,273,0.9927272727272727,15,0,0,0,0,1
185,1235256530728972290,300723,1136504,"चेतावनी: कोरोना वायरस को पैसे के माध्यम से फैलाया जा सकता है। यदि आपके पास घर पर कोई पैसा है, तो कुछ दस्ताने पहनें, सारा पैसा प्लास्टिक की थैली में डालें और उसे आज रात सामने वाले दरवाजे के बाहर रख दें। मैं आज रात सुरक्षा के लिए सभी प्लास्टिक बैग इकट्ठा कर रहा हूं। अपने स्वास्थ्य के बारे में सोचो।",267,264,0.9887640449438202,9,0,0,0,0,1
186,1235648554338791427,30379,66246,कोविद -19 स्वास्थ्य सलाह यूआरएल,48,26,0.5416666666666666,9,0,0,0,0,0
187,1235674258858061825,21037,20403,"चीनी डॉक्टरों का कहना है कि कोरोनावायरस पीड़ितों की ऑटोप्सी का सुझाव है कि covid19 ""सर और एड्स के संयोजन की तरह है, क्योंकि यह फेफड़ों और प्रतिरक्षा प्रणाली दोनों को नुकसान पहुंचाता है,"" और रोगी के जीवित रहने पर भी ""अपरिवर्तनीय"" फेफड़ों के नुकसान का कारण बन सकता है। @thespybrief URL",278,251,0.9028776978417267,17,0,0,0,0,1
188,1235663306246860800,11018,16240,"। @ राष्ट्रनायक राष्ट्रपति देबोराह बर्गर हमारे एक संगरोध नर्स से एक सार्वजनिक बयान पढ़ते हैं, जो एक उत्तरी कैलिफ़ोर्निया कैसर सुविधा में काम करता है। पूर्ण विवरण URL covid19 @worksafeca URL",242,196,0.8099173553719008,28,0,0,0,0,0
189,1235436227140055040,12832,20903,"वाह। एक आदमी इनकॉन, सेउल के पश्चिम - जिसने कोरोनोवायरस को अनुबंधित किया है - ने पिछले 25 दिनों से उसके लक्षणों और गतिविधियों का दस्तावेजीकरण किया है क्योंकि उसके 38 पृष्ठों में लक्षण उल्लेखनीय रूप से महसूस हुए हैं। उन्होंने घर पर मास्क और दस्ताने पहने और सभी 23 करीबी संपर्कों ने वायरस के लिए नकारात्मक परीक्षण किया। यूआरएल",304,283,0.930921052631579,11,0,0,0,0,1
190,1235602629247537154,11048,36356,"इसलिए कोरोना वायरस चीनी खाना खाने से रोक नहीं रहा है, लेकिन यात्रा नहीं कर रहा है और साला कच्चे URL से yall रोक नहीं सकता",140,116,0.8285714285714286,30,0,0,0,0,0
191,1235566351093137408,12335,9908,मिस कोरोना यू करने के लिए एक और काम है,39,36,0.9230769230769231,1,0,0,0,0,0
192,1235620307534258176,10024,41933,"अलर्ट y कोरोना वायरस को अंतर्राष्ट्रीय मुद्रित एल्बमों के माध्यम से फैलाया जा सकता है। यदि आपके पास घर पर कोई एल्बम है, तो कुछ दस्ताने पहनें, सभी एल्बमों को एक बॉक्स में रखें और इसे आज रात सामने वाले दरवाजे के बाहर रख दें। मैं आज रात सुरक्षा के लिए सभी बक्से इकट्ठा कर रहा हूँ। अपने स्वास्थ्य के बारे में सोचो।",275,272,0.9890909090909091,9,0,0,0,0,1
193,1235758466784014337,8777,30007,सफेद घर पर एक ... टेनिस मंडप बनाने की लागत से कितने लोगों के कोरोनावायरस परीक्षणों को कवर किया जा सकता है?,117,116,0.9914529914529915,4,1,1,0,0,0
194,1235956474955718656,9750,32597,"यह घातक गंभीर है: आज सुबह कोरोना-वायरस के बारे में बात करते हुए, ट्रम्प ने कहा, 'हमने इसे बंद कर दिया। हमने इसे रोक दिया। ' एक सप्ताह पहले हम में 15 पुष्ट मामले थे। आज 233 हैं। एक सप्ताह में * 5,000 * होगा ट्रम्प की अक्षमता को मारता है। यूआरएल",274,249,0.9087591240875912,34,0,0,0,0,1
195,1235725137468514305,7385,15969,@realdonaldtrump प्रशासन के लोगों को निरंतर बड़े पैमाने पर परीक्षण की कमियों के लिए इस्तीफा देने की आवश्यकता है। @potus को कोविद_19 के बारे में पता था। और वह कोरोनावायरस के प्रसार को रोकने के लिए आवश्यक एक काम करने में विफल रहा: इसके लिए परीक्षण करना ताकि हम इसे शामिल कर सकें।,267,264,0.9887640449438202,12,0,0,0,0,1
196,1235953995161595904,9302,24037,"it’s friday. that means @realdonaldtrump is lying, again. @potus has not stopped the coronavirusoutbreak. it has now grown &amp; spread to 21 states with over 225 cases in the us. and we can’t contain it because we still don’t have enough test kits to know where the virus is.",277,276,0.9963898916967509,16,0,0,0,0,1
197,1235418456641531906,13820,96533,2014 में मोली के लिए गलत समझे गए कोरोना वायरस का टीका था,67,67,1.0,2,0,0,0,0,1
198,1235685422598062082,8265,61484,चलो दादा के लिए चैट में एक एफ मिलता है,38,38,1.0,1,0,0,0,0,0
199,1235812754495172608,6690,17702,"it’s march &amp; we still lack adequate coronavirus test kits. this is a dereliction of duty by @realdonaldtrump. he knew about the virus in january. instead of leading, @potus is spewing false information about covid19 to downplay the growing outbreak. completely unacceptable.",282,278,0.9858156028368794,19,0,0,0,0,1
200,1235636443369873415,6617,7526,"rc santelli on @cnbc ने सिर्फ यह तर्क दिया कि अगर हम सभी को कोरोनोवायरस तुरंत मिल गया और दुनिया के 2% लोग मर गए, तो हम बेहतर होंगे, ताकि वित्तीय बाजार स्थिर हो सकें। रिक को रिपब्लिकन पसंद है, रिक की तरह मत बनो। यह वायरल जाना चाहिए। वोटबेल्टोसावेमेरिका URL",301,277,0.920265780730897,19,0,0,0,0,1
201,1235786467420581888,4842,8988,"देखें: 'कोविद -19 के लिए समग्र मृत्यु दर का सबसे अच्छा अनुमान अब कहीं 0.1% और 1% के बीच है,' प्रशंसा। brett giroir, hhs में स्वास्थ्य के लिए सहायक सचिव, कहते हैं। 'जो आपने कई रिपोर्टों में शायद सुना है उससे कम है ... यह 2 से 3% की सीमा में होने की संभावना नहीं है' URL",295,275,0.9322033898305084,26,0,0,0,0,1
202,1235287380292235264,16722,37755,nyc में संक्रमित एक एशियाई का एक भी पुष्ट मामला नहीं है। भेदभाव करना बंद करो क्योंकि वायरस निश्चित रूप से नहीं करता है। नस्लवादी कोरोनावायरस URL,165,143,0.8666666666666667,11,0,0,0,0,1
203,1235950178789724168,94346,406009,घबराहट खरीदना एक रोगग्रस्त समाज का लक्षण है जो घर पर साबुन के लीटर के साथ व्यक्तिवाद से ग्रस्त है - क्या आपको पता है कि कोविद -19 के संचरण को धीमा करने के लिए आपको अन्य लोगों को अपने हाथों को भी साफ करने की आवश्यकता है? टॉयलेट पेपर का एक किला आपकी रक्षा नहीं करेगा,280,278,0.9928571428571429,8,1,1,1,1,1
204,1235713244649713665,4180,15781,"जैसे ही राष्ट्रपति @realdonaldtrump ने सुना कि कोरोनावायरस चीन में एक समस्या थी, उन्होंने चीन से एकजुट राज्यों में प्रवेश बंद कर दिया। इसने कई लोगों की जान बचाई! trumptownhall URL",205,181,0.8829268292682927,14,0,0,1,1,1
205,1236020820947931136,5929,12879,"एपिडेमियोलॉजिस्ट marc lipitch, संचारी रोग गतिशीलता के लिए हार्वर्ड सेंटर के निदेशक: ""हम में यह निहित के विपरीत है। ' यूआरएल",162,142,0.8765432098765432,16,0,0,0,0,1
206,1235777621604134914,6571,5060,"बस यह मिल गया: हिश हमदान द्वारा व्यक्तिगत बयान, कोविद -19 @ केस 26। इसे पढ़ें। आंख खोलने। यूआरएल",118,97,0.8220338983050848,25,0,0,0,0,0
207,1235788666737291264,3810,6145,"टॉरेंटो में covid19 का एक और मामला है, जो ..... लास वेगास में संक्रमण का शिकार हुआ है। आपने सही सुना - लास वेगास। यूएसए मामलों का निर्यात कर रहा है और यात्रा इतिहास तेजी से अप्रासंगिक होता जा रहा है। यूआरएल",238,214,0.8991596638655462,18,0,0,0,0,1
208,1235909436033699847,3479,7921,"ब्रेकिंग: दुनिया भर में अब 100,000 से अधिक कोरोनावायरस के मामले सामने आए हैं। कोविद 19 से 3,398 लोगों की मौत हुई है और 55,672 लोगों की मौत हुई है।",146,144,0.9863013698630136,14,0,0,0,0,1
209,1235402290997141505,7006,14437,"मैंने आज कोरोनोवायरस पर मौजूद लगभग हर पेपर को पढ़ने का फैसला किया। मेरी पृष्ठभूमि जीव विज्ञान और तंत्रिका विज्ञान है और मैं जल्दी, डेटा और चिकित्सा अनुसंधान के साथ परवलयिक प्रवृत्तियों को पकड़ने के लिए जुनूनी हूं। यहाँ नवीनतम शोध के साथ एक धागा है जो क्रेडिट के साथ रीट्वीट या उद्धृत करने के लिए स्वतंत्र है",279,275,0.985663082437276,9,0,0,0,0,0
210,1235913020469108737,4655,29727,"मैं फिर से उन लोगों के प्रति अपनी घनिष्ठता व्यक्त करना चाहता हूं जो कोरोनोवायरस और स्वास्थ्य देखभाल कर्मियों के साथ बीमार हैं जो उनकी देखभाल कर रहे हैं, साथ ही साथ नागरिक अधिकारियों और रोगियों की सहायता करने वाले सभी और वायरस के प्रसार को रोकने में शामिल हैं।",250,249,0.996,1,0,0,0,0,0
211,1235248869463732224,7137,19757,"हममम। अभी तक अगर यह हार्डी और मेघन था जो इस बारे में मजाक करता था, तो यह ""बड़ी क्रूरता के निर्दोष नागरिकों पर मौत की कामना करता है""",137,137,1.0,7,0,0,0,0,0
212,1236029221706895360,6018,6030,"ब्रेकिंग: ट्रम्प अभी भी एक कंपनी में स्टॉक का मालिक हो सकता है, जो कि cdc के अनुसार, कोरोनोवायरस परीक्षण किट संघीय सरकार को प्रदान करने में एक प्रमुख भूमिका निभाएगा, जिसका अर्थ है कि ट्रम्प कोरोनोवायरस परीक्षण से लाभ प्राप्त कर सकता है। covid19 coronavirus URL",273,249,0.9120879120879121,22,0,0,0,0,1
213,1235631509983412224,3342,6868,कोरोनोवायरस कोविद -19 वैश्विक मामलों के रूप में जोनों हॉपकिन्स विश्वविद्यालय के @jhusystems URL द्वारा ट्रैक किया गया,134,94,0.7014925373134329,21,0,0,0,0,0
214,1235635838052175878,55310,171857,"क्या आपको पता नहीं था कि इस समय कोविद -19 के 96,950 मामले हैं? क्या आप जानते हैं कि 3,308 लोग इससे मर चुके हैं? लेकिन क्या आप जानते हैं कि इनमें से 53,981 मामले पहले ही बरामद हो चुके हैं। मीडिया को अपने मस्तिष्क को नियंत्रित करने देना बंद करें। डराने की रणनीति असली रणनीति है। क्या तुम खोज करते हो।",278,275,0.9892086330935251,12,1,3,0,0,1
215,1235740278901723136,3187,8699,"प्रिय @vp पेंस: क्या नीचे सच है? क्या आपकी एक योजना है? यह भी, कि स्थानीय क्षेत्राधिकार जब आपने वादा किया कोरोनोवायरस टेस्ट किट प्राप्त करने जा रहे हैं?",144,142,0.9861111111111112,8,1,3,0,0,0
216,1235760705741127683,11789,7351,"मैं मैट सलेह बॉस के साथ काम करता हूं और हर बार जब वह किसी को छींकता या खांसता है तो वह उन्हें तुरंत वापस जाने या घर से काम करने के लिए कहता है। हमारे बारे में एशियाइयों की बात है, हम हमेशा सोचते हैं कि rajinnya dtg kerja walaupun sakit इतना समर्पण है लेकिन नहीं, आप सिर्फ कीटाणु फैला रहे हैं ....।",279,279,1.0,76,0,0,0,0,1
