,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
140,1241272447187419137,986,1098,hungarian justice min. @juditvarga_eu sends bill to parliament: - state of emergency til end of 2020 - rule by decree - parliament suspended - no snap elections/referendums - spreading fake news and rumors punishable with up to 5 years in prison covid19 URL,279,257,0.921146953405018,23,0,0,0,0,1
141,1242322693086760960,863,2724,"watch an airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about covid19, after she gets harassed by people in her housing society for allegedly spreading coronavirus. URL",237,214,0.9029535864978903,16,0,0,0,0,1
142,1242320472718692352,1036,3642,"shameful that a person of your repute spreads fake news/rumours in blind hate for india and its traditions. india as a mark of respect came out in balconies on call of pm @narendramodi to applaud doctors, health as well as emergency workers. there was no other reason. fact check?",280,280,1.0,7,1,1,0,0,1
143,1241313848939986947,990,2872,"another 'fake news' being peddled in india is india is a country of vegetarians, so it is not going to be affected by coronavirus like china. vegetarianism &amp; corona has no connection. + india's vegetarianism is a myth, 80% indians are meat eaters! URL",278,255,0.9172661870503597,15,0,0,1,1,1
144,1241114836433584130,820,2246,"to-date, uganda has no confirmed case of covid19. there is an article alleging that “uganda confirms 1st case of coronavirus”-this is not true and absolutely fake. people, please stop spreading rumors. our teams are working around the clock to protect you &amp; keep covid out of URL",307,283,0.9218241042345277,29,0,0,0,0,1
145,1241370210575069184,1184,1697,"my fraud warning published this morning, please read and share - frank figliuzzi : coronavirus scam alert: from fake starbucks coupons to taxpayer fraud, cons are going viral ⁦@nbcnewsthink⁩ @msnbc⁩ coronavirus URL",236,214,0.9067796610169492,26,0,0,0,0,1
146,1242373497948491776,812,1737,an online website has falsely reported that the government is likely to impose financial emergency in india to tackle the crisis caused by covid19. please be advised that the story is malicious and fake and that there is no such plan. URL,262,238,0.9083969465648855,11,0,0,0,0,1
147,1241949968174387200,891,1257,"“china and the who's chief: hold them both accountable for pandemic”: an indictment of how ⁦@who⁩ chief ⁦@drtedros⁩ allegedly helped chinese president xijinping conceal full extent of covid19 for weeks in jan, causing a global disaster. read! URL",268,246,0.917910447761194,25,0,0,1,1,1
148,1240681625756880897,1881,6240,one million dirhams fine. 5 years jail and deportation and ban for life from uae for sharing any unconfirmed or fakenews about coronavirus on social media or whatsapp. uae government the best announcement i have heard during this pandemic. can we do this in pakistan ?,276,268,0.9710144927536232,16,1,1,0,0,1
149,1241649820273709056,1017,2569,so far i know 2 ppl close to me that have tested positive for corona. both are recovering from pneumonia in hospital. it’s not a game or a conspiracy. ppl don’t need well wishes etc... they need you to stay home,211,211,1.0,6,0,0,0,0,1
150,1241683913535148032,1036,1292,fakenews alert pibfactcheck: the claim that paracetamol can treat coronavirus infection is false! beware of false remedies being shared on covid19india . for authentic information on coronavirusinindia follow @mohfw_india URL,254,225,0.8858267716535433,31,0,0,1,1,1
151,1242514092339925000,993,1382,"prisoner released early over covid-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her URL",159,139,0.8742138364779874,11,0,0,0,0,1
152,1241665385302306816,843,760,coronavirus fact check hop on and rt if you djt support @realdonaldtrump rt this tweet comment with your handle @ follow those who comment bookmark/come back follow @vanurse1212 coronaviruspandemic fakenews URL,256,210,0.8203125,64,0,0,0,0,0
153,1242107392713584642,974,1055,"namaskaram, this message is not from sadhguru. this is a fake message that is being circulated on whatsapp. we request you to delete these tweets.",149,146,0.9798657718120806,6,0,0,0,0,1
154,1241340364830707712,898,1542,"news is that since january, classified security briefings told trump that a pandemic was coming. trump did nothing, told us it was a “democrat hoax,” and that the fifteen cases would soon be none. thread. coronavirus trumppandemic trumpliespeopledie URL",280,253,0.9035714285714286,19,0,0,0,0,1
155,1241365063598030849,942,2694,trump's decision to do nothin' and call covid19 a “hoax” needlessly exposed millions that might have taken action if properly made aware. there will be a river of blood that will forever stain trump's tiny hands.,214,212,0.9906542056074766,8,0,0,0,0,1
156,1242226084504129537,761,2471,"trump says “we were early” on coronavirus. 2/26 “the 15 (people) within a couple of days is going to be down to close to 0” 2/28 “one day, it’s like a miracle, it will disappear” 2/28 “this is their new hoax” 3/12 “it’s going to go away” yup. we were early",264,256,0.9696969696969697,7,0,0,0,0,1
157,1240963320322162688,873,3312,actual people telling the world that pakistan is taking precautions against coronaviruspakistan. but our fake media giving only hype &amp; sensationalism. we all have to be one in this war against coronavirus. stay home. stay safe. URL,257,235,0.914396887159533,22,0,0,0,0,1
158,1241587305644724225,608,1473,maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on trump to stop his covid-19 pressers zero self-awareness. URL,186,157,0.8440860215053764,11,0,0,0,0,1
159,1241156711823572992,574,1707,the fact that people refuse to stop gathering in large groups because they don't believe millions of americans could die is donald trump's fault. you can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take corona seriously.,280,280,1.0,6,0,0,0,0,1
160,1241042191004336136,694,2686,this is called a presidential clap back at the liberal media. president @realdonaldtrump says the american people are looking for hope and answers not this media sensationalism! thank you for fighting for the american people during this coronavirus. fight the fakenews URL,298,272,0.912751677852349,16,0,0,1,1,1
161,1241075579601985536,745,2665,i repeat... china warned who of the new corona virus in dec of 2019... the president of the us called it a “hoax” until about 10 days ago!!!,141,140,0.9929078014184397,19,0,0,1,3,1
162,1242001719996739584,615,1094,government of india issues advisory to all social media platforms in order to curb the misinformation/#fakenews on coronavirus. as indiafightscorona join the league of coronawarriors suspect a forward to be fake : whatsapp us: +91 87997 11259 | - pibfactcheck@gmail.com URL,303,273,0.900990099009901,17,0,0,0,0,1
163,1241109446111174657,658,1716,"we don't like rumors. please don't spread them. if you are telling people that the nat. guard is going to impose martial law, please stop. it's not true. they are busy being helping distribute medical supplies. please and thank you. covid19 kckpd commonsense norumors URL",295,271,0.9186440677966101,21,0,0,0,0,1
164,1241388679722979328,626,4026,congress gen secy ms @priyankagandhi asks people not to panic ; don’t spread fake news ; take precautions and wash hands... corona URL,156,134,0.8589743589743589,10,0,0,0,0,1
165,1242492018275889152,697,2423,"i attended the amvca on the 14th of march at eko hotel. even the after party. i decided to isolate myself a day after when a rumor began, early morning work outs daily in my room. i obeyed the 14 days isolation period. day 9 now. love and light guys. covid19out",269,261,0.9702602230483272,20,0,0,0,0,1
166,1241120640981250048,519,841,"garlic may be tasty, but it won't protect you from the new coronavirus. don't spread rumors. the fight against covid19 is also a fight against disinformation. shareinformation shareknowledge stayathomechallenge URL",242,214,0.8842975206611571,25,0,0,0,0,1
167,1242419733854588930,601,918,"i have never hidden my hatred and utter disgust for the nigerian ruling class. i'll not start with the fake sympathy now, there's nobody that deserves what is coming for them more than them. i hope corona virus does a thorough job.",233,231,0.9914163090128756,4,0,0,0,0,0
168,1240830754646523905,641,1415,"flu season is winding down and warm weather is returning. experts predicted 70% of americans would be infected with covid19. turns out .005% were. missed it by that much. fearporn, it's the new fakenews.",210,203,0.9666666666666667,19,0,0,0,0,1
169,1242182466892435461,598,1141,"after failing to correct @aoc's lie that president trump called the coronavirus a “hoax,” @cnn's jake tapper admitted he knew “the president did not call the virus a hoax.” today @tomfriedman repeated the same lie. tapper did not correct him. URL factsfirst URL",304,261,0.8585526315789473,24,0,0,0,0,1
170,1241908426327941120,514,998,"if our “leaders” don’t want people to start believing this is all a hoax, they best stop playing politics with it. out in the real world patience and trust is wearing thin. @speakerpelosi @senatedems chinesevirus covid19 coronavirus",239,232,0.9707112970711297,13,0,0,0,0,0
171,1242476319608201216,770,363,"this man is spreading lies and fake news. dear responsible malaysians, kindly report him to URL thank you.",128,106,0.828125,9,0,0,0,0,1
172,1241631591647997952,800,2062,senior propagandist for the chinese communist regime spreading more conspiracy theories. same dickhead who said virus originated in us. twitter allows chinese govt officials on their platform even though twitter is banned in china.,233,231,0.9914163090128756,9,0,0,0,0,1
173,1242234440996335627,555,1011,correct him and keep quiet because you cannot arrest him!!! how many rumors have you spread on this platform. who are you?,122,122,1.0,11,1,1,1,3,0
174,1241619416594255872,303,1003,"bihar reports first covid-19 death: 38-year-old man with travel history to qatar dies at aiims, patna, says hospital official",125,125,1.0,13,0,0,0,0,1
175,1241617169223274499,344,1106,"bihar: the 38-year-old man who has passed away at aiims in patna and tested positive for covid19, had foreign travel history to qatar.",135,134,0.9925925925925926,14,0,0,0,0,1
176,1241143349047853056,285,190,"qatar refused to prepare a hospital for the thousands coronavirus infected migrant workers on its soil, instead, it has locked them inside animal shelters without any medical care! migrants workers are not slaves, they have rights! shame on humanrights orgs for being silent!",278,275,0.9892086330935251,7,0,0,1,3,1
177,1242566871964102657,388,476,"new cdctravelnotices: covid19 in romania, qatar, singapore, saudi arabia, philippines, ecuador, south africa, indonesia, and india. avoid all nonessential travel to these areas. more information: URL URL",246,203,0.8252032520325203,41,0,0,0,0,1
178,1242349466239127553,264,199,"saif ali returns frm qatar, goes to munger, bihar. gets unwell, is admitted to hospital, referred to aiims but dies. doc found he is corona+ police reaches home, puts entire family in quarantine. now evry member has ran away from home &amp; everyone's scared URL",282,262,0.9290780141843972,18,0,0,0,0,1
179,1241608444966137856,192,324,"first corona death in bihar. 38 years old saif ali died last night at aiims, patna. he returned from qatar few days back .",122,122,1.0,13,0,0,0,0,1
180,1241617994276409344,139,401,bihar:one person aged 38 years died at aiims patna due to coronavirus.he returned from qatar and was admitted in hospital on march 20. coronavirusupdate URL,179,156,0.8715083798882681,19,0,0,0,0,1
181,1242329847655026689,172,221,rwanda confirms 17 new covid-19 cases bringing total to 36. 9 travellers from dubai. 3 travellers from kenya. 3 travellers from usa. 1 traveller from qatar. 1 traveller from india. 1 contact of a previous case. URL,234,214,0.9145299145299145,16,0,0,0,0,1
182,1241385282093580290,109,75,these are the world cup 2022 workers quarantined in miserable conditions in qatar.. this is inhuman.. does @fifacom accept this crime? @fifaworldcup @fifaworldcup_fr @easportsfifa @eafifadirect @fifamedia @fifacom_fr coronavirus covid_19 URL,264,241,0.9128787878787878,42,1,1,0,0,1
183,1241142266586173446,13,9,amnesty says qatar refused to prepare hospital for workers infected with coronavirus working on projects like @fifaworldcup. amnesty confirmed many cases inside “labour camps” where workers in qatar live. i warned about this days ago. coronavirus @fifacom has blood on its hands,280,278,0.9928571428571429,15,0,0,0,0,1
184,1235714275752267776,63932,226395,i just landed at jfk after reporting on coronavirus in milan and lombardy —the epicenter of italy’s outbreak— for @vicenews. i walked right through us customs. they didn’t ask me where in italy i went or if i came into contact with sick people. they didn’t ask me anything.,275,273,0.9927272727272727,15,0,0,0,0,1
185,1235256530728972290,300723,1136504,"alert‼‼‼ the corona virus can be spread through money. if you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. i'm collecting all the plastic bags tonight for safety. think of your health.",267,264,0.9887640449438202,9,0,0,0,0,1
186,1235648554338791427,30379,66246,covid-19 health advice URL,48,26,0.5416666666666666,9,0,0,0,0,0
187,1235674258858061825,21037,20403,"chinese doctors say autopsies of coronavirus victims suggest that covid19 is “like a combination of sars and aids as it damages both the lungs and immune systems,” and can cause “irreversible” lung damage even if the patient survives. @thespybrief URL",278,251,0.9028776978417267,17,0,0,0,0,1
188,1235663306246860800,11018,16240,.@nationalnurses president deborah burger reads a public statement from one of our quarantined nurses who works at a northern california kaiser facility. full statement URL covid19 @worksafeca URL,242,196,0.8099173553719008,28,0,0,0,0,0
189,1235436227140055040,12832,20903,"wow. a man in incheon, west of seoul - who contracted coronavirus - has documented his symptoms and activities for past 25 days since his felt the symptoms in 38 pages in remarkable detail. he wore masks and gloves at home and all 23 close contacts tested negative for the virus. URL",304,283,0.930921052631579,11,0,0,0,0,1
190,1235602629247537154,11048,36356,so the corona virus stopping y’all from eating chinese food n traveling but hiv ain’t stop y’all from fuckin raw URL,140,116,0.8285714285714286,30,0,0,0,0,0
191,1235566351093137408,12335,9908,miss corona u have another job to do,39,36,0.9230769230769231,1,0,0,0,0,0
192,1235620307534258176,10024,41933,"alert‼‼‼ the corona virus can be spread through internationaly printed albums. if you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. i'm collecting all the boxes tonight for safety. think of your health.",275,272,0.9890909090909091,9,0,0,0,0,1
193,1235758466784014337,8777,30007,how many people’s coronavirus tests could be covered by the cost of building a...tennis pavilion at the white house?,117,116,0.9914529914529915,4,1,1,0,0,0
194,1235956474955718656,9750,32597,"this is deadly serious: talking about corona-virus this morning, trump said, 'we closed it down. we stopped it.' there were 15 confirmed cases in the us a week ago. there are 233 today. there will be *5,000* in a week trump's incompetence kills. URL",274,249,0.9087591240875912,34,0,0,0,0,1
195,1235725137468514305,7385,15969,people in the @realdonaldtrump administration need to resign for the continuing massive testing deficiencies. @potus knew in january about covid_19. and he failed to do the one thing necessary to stop the spread of coronavirus: to test for it so we can contain it.,267,264,0.9887640449438202,12,0,0,0,0,1
196,1235953995161595904,9302,24037,"it’s friday. that means @realdonaldtrump is lying, again. @potus has not stopped the coronavirusoutbreak. it has now grown &amp; spread to 21 states with over 225 cases in the us. and we can’t contain it because we still don’t have enough test kits to know where the virus is.",277,276,0.9963898916967509,16,0,0,0,0,1
197,1235418456641531906,13820,96533,the meth you mistook for molly in 2014 was the corona virus vaccine,67,67,1.0,2,0,0,0,0,1
198,1235685422598062082,8265,61484,let's get an f in the chat for grandpa,38,38,1.0,1,0,0,0,0,0
199,1235812754495172608,6690,17702,"it’s march &amp; we still lack adequate coronavirus test kits. this is a dereliction of duty by @realdonaldtrump. he knew about the virus in january. instead of leading, @potus is spewing false information about covid19 to downplay the growing outbreak. completely unacceptable.",282,278,0.9858156028368794,19,0,0,0,0,1
200,1235636443369873415,6617,7526,"rick santelli on @cnbc just made the argument that we'd be better off if everyone got the coronavirus right away and 2% of the world died off, so that financial markets could stabilize. rick likes republicans, don't be like rick. this should go viral. votebluetosaveamerica URL",301,277,0.920265780730897,19,0,0,0,0,1
201,1235786467420581888,4842,8988,"watch: 'the best estimates now of the overall mortality rate for covid-19 is somewhere between 0.1% and 1%,' adm. brett giroir, assistant secretary for health at hhs, says. 'that's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%' URL",295,275,0.9322033898305084,26,0,0,0,0,1
202,1235287380292235264,16722,37755,there's not a single confirmed case of an asian infected in nyc. stop discriminating cause the virus definitely doesn't. racist coronavirus URL,165,143,0.8666666666666667,11,0,0,0,0,1
203,1235950178789724168,94346,406009,panic buying is a symptom of a dysfunctional society diseased with individualism to those with litres of soap at home- do you realise that to slow the transmission of covid-19 you need other people to be cleaning their hands too?! a fortress of toilet paper will not protect you,280,278,0.9928571428571429,8,1,1,1,1,1
204,1235713244649713665,4180,15781,as soon as president @realdonaldtrump heard that the coronavirus was a problem in china he shutdown entry into the united states from china. this saved many lives! trumptownhall URL,205,181,0.8829268292682927,14,0,0,1,1,1
205,1236020820947931136,5929,12879,"epidemiologist marc lipsitch, director of harvard's center for communicable disease dynamics: “in the us it is the opposite of contained.' URL",162,142,0.8765432098765432,16,0,0,0,0,1
206,1235777621604134914,6571,5060,"just got this: personal statement by hisham hamdan, covid-19 @ case 26. read it. eye-opening. URL",118,97,0.8220338983050848,25,0,0,0,0,0
207,1235788666737291264,3810,6145,toronto has another case of covid19 in a traveler who acquired the infection in.....las vegas. you heard that right - las vegas. the usa is exporting cases and the travel history is rapidly becoming irrelevant. URL,238,214,0.8991596638655462,18,0,0,0,0,1
208,1235909436033699847,3479,7921,"breaking: there have now been more than 100,000 coronavirus cases worldwide. 3,398 people have died of covid19 and 55,672 people have recovered.",146,144,0.9863013698630136,14,0,0,0,0,1
209,1235402290997141505,7006,14437,"i decided to read almost every paper that exists on coronavirus today. my background is biology and neurology and i'm obsessed with catching parabolic trends early, data and medical research. here is a thread with the latest research feel free to retweet or cite with credits",279,275,0.985663082437276,9,0,0,0,0,0
210,1235913020469108737,4655,29727,"i wish to express again my closeness to those who are ill with the coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.",250,249,0.996,1,0,0,0,0,0
211,1235248869463732224,7137,19757,"hmmm. yet if it was harry and meghan that joked about this, it would be “meghan wishes death upon the innocent citizens of great britain”",137,137,1.0,7,0,0,0,0,0
212,1236029221706895360,6018,6030,"breaking: trump could still own stock in a company that, according to the cdc, will play a major role in providing coronavirus test kits to the federal government, which means that trump could profit from coronavirus testing. covid19 coronavirus URL",273,249,0.9120879120879121,22,0,0,0,0,1
213,1235631509983412224,3342,6868,coronavirus covid-19 global cases as tracked by johns hopkins university's @jhusystems URL URL,134,94,0.7014925373134329,21,0,0,0,0,0
214,1235635838052175878,55310,171857,"did y’all know that there are 96,950 cases of covid-19 right now? did y’all know 3,308 people have died from it? but did y’all know that 53,981 of these cases have already recovered? stop letting the media control your brain. scare tactics are real tactics. do your research.",278,275,0.9892086330935251,12,1,3,0,0,1
215,1235740278901723136,3187,8699,"dear @vp pence: is the below true? do you have a plan? also, when are local jurisdictions going to get the coronavirus test kits you promised?",144,142,0.9861111111111112,8,1,3,0,0,0
216,1235760705741127683,11789,7351,"i work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. the thing about us asians is, we always think rajinnya dtg kerja walaupun sakit so much dedication but no you're just spreading germs.....",279,279,1.0,76,0,0,0,0,1
217,1235953286961913857,3219,4052,same people used in multiple photos for corona claims in different cities across the world &gt;&gt;33 is a prevalent number apparently. URL,160,139,0.86875,6,0,0,0,0,1
218,1236059089630908419,5618,16982,"after weeks of the federal government dragging its feet on covid-19 testing, trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.",211,211,1.0,9,0,0,0,0,1
219,1235963807584915457,3724,1957,"tomorrow this boomer is turning 25.. i will leave be going to france for skiing + maybe get corona virus, so i will be mostly afk. to celebrate i am giving this cool nomad knife away. just retweet to enter. picking a random winner when i am home! &lt;3 URL",283,256,0.9045936395759717,16,0,0,1,1,1
220,1235719492493172737,2110,4134,"today’s coronavirus recap: -95,270 confirmed cases globally &amp; 3,281 deaths -80% of new cases in -@who estimates ~3.4% of covid19 cases have died -“it is a time for pulling out all the stops” -@drtedros -countries must take a comprehensive, all-government approach",283,267,0.9434628975265018,13,0,0,0,0,1
221,1235795983503630336,2908,26369,me washing my hands: [bye sharona voice] die corona,51,51,1.0,0,0,0,0,0,0
222,1235927534308556802,3436,31069,rip grandpa can we get 30 gifted subs?',39,39,1.0,4,1,1,0,0,0
223,1235723999897882624,2323,5258,wtaf?!?! a man at dartmouth with symptoms of covid19 was asked to self quarantine while waiting for test results. he decided he was fine and went to a party. results came back positive the next day. now another has it. why are so many treating this as a joke? coronavirususa,277,274,0.9891696750902527,21,1,3,1,2,1
224,1235618874621558791,5484,12534,what works in stopping the spread of coronavirus: 1. wash your hands for at least 20 seconds 2. cough and sneeze into your elbow 3. stay home if you're sick what doesn't work: 1. racism,186,185,0.9946236559139785,7,0,0,0,0,1
225,1235743728247037952,2570,7185,"here is my public service announcement: if @realdonaldtrump says or tweets something in conflict with what doctors and experts have said about the coronavirusoutbreak, trust the doctors and experts. your life and that of your family and friends may be at stake.",262,261,0.9961832061068703,7,0,0,0,0,0
226,1235281112684843009,12944,36274,the scariest thing about covid-19 is that it looks like a jira ticket,69,69,1.0,9,0,0,0,0,0
227,1235791843926761475,75461,284929,vietnam was the first country to fully contain sars and covid-19 (with no deaths) and developed a quick-test kit in one month that the who says should have taken four years. who is now consulting with vietnam to get help for the global crisis. of course this isn't in our news.,277,277,1.0,18,0,0,0,0,1
228,1234747040669716482,118800,438115,more people die from the regular fucking flu every year than the number of people who have died from the corona virus just wash your hands cover your mouth when coughing take your fucking vitamins and stop being racist to every asian person you see you fuck heads,263,263,1.0,216,0,0,0,0,1
229,1235714090057830402,2504,28011,translation - a 60 year old women caught a cold and is fine.,60,60,1.0,2,0,0,0,0,1
230,1235669879027576833,2261,8053,it’s corona time URL,40,20,0.5,7,0,0,0,0,0
231,1235506614272241664,7281,21093,"don’t die of coronavirus without seeing this first, it’s the finest clip you’ll watch this year. covid_19 thursdaythoughts thursdaymotivation coronvirus URL",182,156,0.8571428571428571,11,0,0,0,0,0
232,1236048815754326016,5094,11968,continued lack of covid19 testing is a dereliction of duty by @realdonaldtrump. he knew since jan about the coronavirus. what is particularly shameful is @potus is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. it has not.,277,273,0.9855595667870036,60,0,0,0,0,1
233,1235347146850914306,26148,158000,"if i got corona i wouldn’t be that mad tbh. quarantine would give me a lot of time to catch up on shows and stuff, read, write a bunch and if i’m lucky, die",156,156,1.0,0,0,0,0,0,0
234,1234245348572487682,206397,413443,this is the best set of info i’ve found on corona virus and it’s worth watching the full 10mins URL,119,99,0.8319327731092437,8,0,0,0,0,0
235,1235754913264779270,1889,10158,normal sick ppl vs people with corona virus coronaviruschallenge URL,89,68,0.7640449438202247,10,0,0,0,0,0
236,1235811829751799810,1944,11357,the virus of communal hatred is deadlier than corona virus!,59,59,1.0,2,0,0,1,1,0
237,1235785921318072320,2138,5436,"attempt by @realdonaldtrump to minimize coronavirus has not aged well. according to @nytimes, there are over 215 cases &amp; 14 deaths, including 56 new cases today. due to lack of testing by administration, we still don’t know extent of the virus spread. URL",281,259,0.9217081850533808,10,0,0,0,0,1
238,1235617743161815041,2546,7819,corona virus is temporary. house music is forever,50,49,0.98,4,0,0,0,0,0
239,1235941267047174150,1894,4038,denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. URL,129,109,0.8449612403100775,4,0,0,0,0,0
240,1235801885354758144,3079,7134,coronovirus covid19 is cancelled! URL,60,37,0.6166666666666667,11,0,0,1,1,0
241,1236060750210387970,6094,29801,y’all tweeting about corona but not corinthians smh,51,51,1.0,1,0,0,0,0,0
242,1235350438658134019,4976,11612,the whole entire world: corona virus is dangerous. jamaicans: URL,86,65,0.7558139534883721,7,0,0,0,0,0
243,1235882155357728771,2050,16442,“that’s the coffin there as you can see” URL URL,89,48,0.5393258426966292,5,0,0,0,0,0
244,1236071277955252226,9802,47001,"like an invasion of hostile space aliens, covid-19 is an enemy of the human species that won’t negotiate. it cares not of your nationality, ideology, politics, or religion. this enemy of us all requires a global effort to combat, guided by science and not by magical thinking. URL",300,280,0.9333333333333333,10,0,0,0,0,1
245,1235966384053485568,1934,6611,"its friday motherfuckers, you're showing up with a nut sack filled with corona juice and a breathing mask.....",110,110,1.0,3,0,0,0,0,0
246,1235586819795947521,3374,4528,"video: the circling area around holy kaaba at the holy mosque in makkah was emptied of people temporarily in order to clean and sterilize it, due to coronavirus fears and to insure the safety of pilgrims. URL",231,208,0.9004329004329005,16,0,0,0,0,1
247,1235521471587299329,5914,23519,doh is officially on tiktok! learn protective measures against covid-19 in this tiktok video! join the covidance challenge! follow doh's official tiktok account at id:dohgovph URL,205,179,0.8731707317073171,44,0,0,1,3,0
248,1235703439688175618,2339,3921,a nurse—exposed to coronavirus and sick in quarantine—hammers @cdcgov for initially refusing and then delaying covid19 testing. “what a ridiculous and uneducated response...it’s a public health emergency.” h/t @iam_brookesmith @nationalnurses URL,272,246,0.9044117647058824,32,0,0,0,0,1
249,1235912217943355392,2078,3524,"as of march 6th 3pm kst, btsarmy donated approx. 505,500,000 won for covid-19 relief in 9 days!! @bts_twt URL",140,109,0.7785714285714286,27,0,0,1,2,1
250,1235735428872974340,1574,3653,"president trump could create a cure for covid-19 and we'd hear 'not my cure' from the tds crowd. they say we're a cult, when in fact we're family. team trump is a dynasty and this dynasty is going to get him re-elected. landslide2020",236,233,0.9872881355932204,14,0,0,0,0,0
251,1235751746107879424,1877,3741,"after @realdonaldtrump and cronies downplayed the coronavirusoutbreak, pence now admits there aren't enough coronavirus test kits. experts (including me) saw this coming for weeks and called for point-of-care covid19 tests. their incompetence will cost lives. @thespybrief",279,272,0.974910394265233,13,0,0,0,0,1
252,1235661301835235328,1898,2122,hongkongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. hongkong had the first case of coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.,279,276,0.989247311827957,4,0,0,0,0,1
253,1235778760932196357,2745,10066,so there is local transmission. please wash your hands. please don't cough or sneeze on people.,95,95,1.0,3,0,0,0,0,0
254,1235407182168023040,4735,22770,"kerala is the only state in india which successfully stopped 3 deadly virus, corona, nipah and bjp.",99,99,1.0,7,0,0,0,0,1
255,1235676894026231812,2373,2986,this latest report of sars-like lung damage is consistent with prior clinical reports of coronavirus cases from china. at least 1 patient who survived covid19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs. URL,272,248,0.9117647058823529,16,0,0,0,0,1
256,1234756199335133184,11560,9633,my bihun sup ain't perfect without sambal hitam,49,47,0.9591836734693877,1,0,0,0,0,0
257,1235717251753369600,1671,5107,donations to the us government are handled by a specific office at the u.s. treasury; you don’t send a check to an “office of the assistant secretary for health” — see URL,192,171,0.890625,15,0,0,0,0,1
258,1235949880952094720,1618,8524,"so here’s a question for today: if you are a doctor in the seattle area, can you, as of today, order a covid-19 test for any patient you think should be tested? curious to hear from actual medical professionals in the area.",223,223,1.0,8,1,1,0,0,0
259,1235714445747179520,1883,21051,whats the coolest way we can say '16 people have been tested',61,61,1.0,0,0,0,0,0,0
260,1235714668833828864,1625,7666,"this coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. with my signature, it goes to the president’s desk. URL",261,240,0.9195402298850575,5,0,0,0,0,1
261,1235545254347984897,2463,6171,virus needs us to travel. let us 'beat the virus' with conscious and responsible action. do not allow virus to dislocate and disrupt your lives and that of the nation. - sg coronavirus,185,184,0.9945945945945946,14,0,0,0,0,0
262,1235911492932956160,1758,4442,"nero's fiddling again. as people die &amp; his administration fumbles the covid-19 response, donald trump is taking another taxpayer-funded vacation to his private luxury resort. i'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt potus.",284,284,1.0,85,0,0,0,0,1
263,1235788042889318400,1762,3874,"well, we called it here first, didn't we? or at least among the first... this would be good news.",97,97,1.0,3,1,1,0,0,0
264,1235840256831709184,1717,7110,"taiwan’s ability to contain the covid19 outbreak is a tribute to our unity &amp; resilience. it also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: URL",312,290,0.9294871794871795,10,0,0,0,0,1
265,1235829825706680322,1056,2436,"dear @statedept: a reminder that last week in @houseforeign affairs committee, @secpompeo refused 6 times to deny that coronavirus is a hoax. URL",167,145,0.8682634730538922,13,0,0,0,0,1
266,1235964038242340866,1096,1439,there's something strange going on with turkey. it is refusing to give evidence about the corona virus to who. there are rumors that the problem is almost like with iran. some cases are reported on turkish airlines. they don't give evidence as ta are on the verge of bankruptcy URL,301,281,0.9335548172757475,22,0,0,0,0,1
267,1235582989511213056,971,2741,"japan: close schools italy: close schools and football games china: shut everything down olympics; may cancel trump: coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school. trumpvirus covid19 coronvirus",244,238,0.9754098360655737,14,0,0,0,0,1
268,1235586291200389120,779,1214,don't interrupt! blaming4 coronaviruschina will enable us 2 uniteagainst the new evil empire4 its coverup. this pandemic has been killing not only chinese people but also people throughout. wuhan victims cry out fake as vice-premier visits. URL,275,244,0.8872727272727273,13,0,0,1,1,1
269,1236034841860136960,705,990,"dear patriots, who else finds it strange that the fakenewsmedia continues to spew this coronavirus scare &amp; daily gives us the death tolls from this illness... when they could care less about how many deaths occur every minute from abortions??",251,246,0.9800796812749004,6,1,2,0,0,1
