,text,labels
125,"फॉक्स न्यूज ने अपने दर्शकों को यह विश्वास दिलाकर जोखिम में डाल दिया कि covid-19 महामारी एक धोखा था। उन दर्शकों ने तब पूरी अमेरिका की आबादी को खतरे में डाल दिया था, और कई लोग अपनी जान गंवा चुके हैं। फॉक्स न्यूज को जिम्मेदार ठहराने के लिए एक वर्ग कार्रवाई के मुकदमे का सामना करना चाहिए। foxclassaction",0
126,"यह एक षड्यंत्रपूर्ण ट्वीट नहीं है, लेकिन मुझे लगता है कि covid-19 अमेरिका में कुछ समय के लिए रहा है। क्या आप लोग याद करते हैं कि छुट्टियों के दौरान / जनवरी की शुरुआत में हर कोई कितना बीमार था? और हर कोई कैसे कह रहा था कि उनके पास ""फ्लू"" और फ्लू का शॉट ""काम नहीं"" था?",0
127,फॉक्स न्यूज का दावा है कि इसने covid-19 को कभी धोखा नहीं कहा। आइए रसीदों की जांच करें। URL,1
129,शिकागो के बाहर अभी  कॉरोनोवायरस  एनलाइज़ेशन militarytrain notahoax URL,0
130,"कोरोनावायरस: altnews के संस्थापक, शेखर गुप्ता और अन्य ने नकली ट्विटर अकाउंट URL द्वारा असत्यापित दावे फैलाए",1
131,सूचना मंत्रालय से एक संदेश “आम जनता को व्हाट्सएप पर प्रसारित होने वाले किसी भी वॉयस नोट की अवहेलना करने के लिए आग्रह किया जाता है कि एक हेलीकाप्टर 11:00 बजे तक पूरे राष्ट्र में a एंटीवायरस’ का छिड़काव करेगा। यह खबर फर्जी है और इसकी पूरी तरह से अवहेलना की जानी चाहिए। ” आरटी  covid19,1
134,चीनी कम्युनिस्ट पार्टी ने राजनीतिक उद्देश्यों के लिए दुनिया से  covid19 के प्रकोप के बारे में जानकारी को दबा दिया। जवाबदेही लेने के बजाय वे संयुक्त राज्य अमेरिका के खिलाफ एक साजिश सिद्धांत प्रचार अभियान को सक्रिय रूप से आगे बढ़ा रहे हैं। ios: @axios / @hbo URL,1
135,शीर्ष  covid19- फेसप्लम डॉक्टर नॉमिनीज़ 1 डॉ। एचटी ऑन्ग.कार्डियोलॉजिस्ट पेनांग। mco 2 डॉ। adham व्यायाम करने के लिए समय के लिए नगर परिषद enforcer के विरोधियों। मारने के लिए गर्म पानी पिएं। नकली जानकारी। स्यूडोसाइन्स झूठी आश्वासन 3 डॉ। उस्मान। परीक्षण से इंकार कर दिया। उसके आसपास के सभी लोगों को संक्रमण होने वाली सूची URL,0
136,[एकल ट्वीट में फिर से विस्तार के साथ ट्वीट करना कोई अलार्म नहीं है] just in: 38-yr-old  covid19 पॉजिटिव आदमी की पटना में मौत। गुर्दे की गंभीर समस्याएं थीं जो कतर से लौटने के तुरंत बाद गुर्दे की विफलता को दूर करने में मदद करती हैं। यह 1-वायरस से जुड़े लोगों की मृत्यु को बनाता है जो किसी वरिष्ठ नागरिक नहीं हैं।,1
138," फ़ेकन्यूज़ प्लेबुक। क्यू पोस्ट पर बड़े बैंगनी अक्षरों में ""false"" शब्द को स्पष्ट रूप से दिखाते हैं कि कैसे  covid19 महामारी एक दुर्घटना नहीं हो सकती थी, उम्मीद है कि जनता यह नहीं देख पाएगी कि मानक विचलन के बाहर सभी तरह से ट्रम्प को दर्द होता है। URL",0
139,"""कोई भी मेरे करीब नहीं जाना चाहता।"" नाइजीरिया ने अपना पहला सकारात्मक  covid19 मामला दर्ज करने के बाद, एक कहानी सोशल मीडिया पर वायरल हुई। इसने दावा किया कि मरीज का टैक्सी ड्राइवर बीमारी नहीं फैलाने के लिए भुगतान की मांग कर रहा था। कहानी नकली थी, लेकिन जूड पर प्रभाव बहुत वास्तविक रहा है। URL",1
141,"मैं सोचना शुरू कर रहा था कि कोरोनावायरस डर-मुंगेरिंग वास्तव में चिंता करने के लिए वास्तव में कुछ था। फिर पेलोसी द्वारा यह कदम हुआ, और यह सब फिर से स्पष्ट हो गया। covid-19 एक धोखा है।",1
142,ट्रम्प की कोरोना संकट से निपटने की समयरेखा: एक महीने पहले: यह एक धोखा है। रास्ता ओवरब्लो। दो हफ्ते पहले: यह गंभीर है। इसके प्रसार को रोकने के लिए हमें कार्रवाई करनी चाहिए। इस हफ़्ते: दूसरी बार अहं पर विचार किया गया कि शायद एक लाख लोग मर रहे हैं,1
144," covid19 के मरीजों में सांस की गंभीर बीमारी के हल्के लक्षण थे। लक्षणों में बुखार, खांसी या सांस की तकलीफ शामिल हैं। covid-19 लक्षणों के बारे में और जानें: URL URL",1
145,हंगेरियन जस्टिस मिन। @juditvarga_eu संसद को बिल भेजता है: - 2020 के आपातकाल के अंत की स्थिति - डिक्री द्वारा नियम - संसद निलंबित - कोई स्नैप चुनाव / जनमत संग्रह - फर्जी समाचार और अफवाहें फैलाने पर 5 साल तक की जेल  covid19 URL // t। सह / 1qjalakp6j,1
147,"शर्मनाक है कि आपकी ख्याति का एक व्यक्ति भारत और उसकी परंपराओं के लिए नफ़रत फैलाने की फर्जी ख़बरें / अफवाहें फैलाता है। डॉक्टरों, स्वास्थ्य और साथ ही आपातकालीन कर्मचारियों की सराहना करने के लिए पीएम @narendramodi के आह्वान पर बालकनियों में भारत सम्मान का प्रतीक बन गया। कोई और कारण नहीं था। तथ्यों की जांच?",1
150,"आज सुबह मेरी धोखाधड़ी की चेतावनी प्रकाशित हुई, कृपया पढ़ें और साझा करें - फ्रैंक फिलालिज़ु: कोरोनावायरस स्कैम अलर्ट: नकली स्टारबक्स कूपन से करदाता धोखाधड़ी तक, विपक्ष वायरल हो रहे हैं @nbcnewsthink @msnbc coravirus URL",1
151,एक ऑनलाइन वेबसाइट ने झूठी सूचना दी है कि सरकार को  covid19 के कारण होने वाले संकट से निपटने के लिए भारत में वित्तीय आपातकाल लगाने की संभावना है। कृपया सलाह दें कि कहानी दुर्भावनापूर्ण और नकली है और ऐसी कोई योजना नहीं है। URL,1
152,"""चीन और डब्लूएचओ के प्रमुख: उन दोनों को महामारी के लिए जवाबदेह ठहराएं"": एक संकेत है कि कैसे @ डीडीएचओ प्रमुख @drtedros ने कथित तौर पर चीनी राष्ट्रपति xijinping को जनवरी में हफ्तों तक  covid1919 की पूरी हद तक मदद की, जिससे वैश्विक आपदा पैदा हुई। पढ़ें! URL",1
153,दस लाख दिरहम ठीक। सोशल मीडिया या व्हाट्सएप पर coronavirus के बारे में किसी भी अपुष्ट या fakenews को साझा करने के लिए uae से 5 साल की जेल और निर्वासन और प्रतिबंध।  यूएई सरकार इस महामारी के दौरान सबसे अच्छी घोषणा मैंने सुनी है। क्या हम  पाकिस्तान में ऐसा कर सकते हैं?,1
154,अब तक मैं जानता हूं कि मेरे पास 2 पीपीएल हैं जिन्होंने कोरोना के लिए सकारात्मक परीक्षण किया है। दोनों अस्पताल में निमोनिया से उबर रहे हैं। यह एक खेल या एक साजिश नहीं है। ppl को अच्छी तरह से शुभकामनाएं आदि की आवश्यकता नहीं है ... उन्हें आपके घर रहने की आवश्यकता है,1
155, फ़ेकन्यूज़ अलर्ट pibfactcheck: पेरासिटामोल के  कोरोनोवायरस संक्रमण का इलाज करने का दावा झूठा है!  covid19india पर साझा किए जा रहे  उपचारों से सावधान रहें। coronavirusinindia पर प्रामाणिक जानकारी के लिए @mohfw_india URL का अनुसरण करें,1
156,"covid -19 की चिंताओं से मुक्त कैदी ने महिला के घर में कथित तौर पर तोड़-फोड़ की, उसे चाकू से गोद दिया, और उसे URL मारने की धमकी दी",1
157,coronavirus fact अगर आप djt @ support @realdonaldtrump r rt के इस ट्वीट पर on rt की जाँच करें तो अपने ट्वीट के साथ comment करें ent @ हैंडल पर टिप्पणी करने वालों को mar bookkk / come back फ़ॉलो करें @ vanurse1212 coronaviruspandemic fakenews //t.co/neazarxgzr,0
158,"नमस्कारम, यह संदेश सद्गुरु का नहीं है। यह एक नकली संदेश है जिसे व्हाट्सएप पर प्रसारित किया जा रहा है। हम आपसे ये ट्वीट डिलीट करने का अनुरोध करते हैं।",1
159,"समाचार है कि जनवरी से वर्गीकृत सुरक्षा ब्रीफिंग ने ट्रम्प को बताया कि एक महामारी आ रही थी। ट्रम्प ने कुछ नहीं किया, हमें बताया कि यह एक ""डेमोक्रेट होक्स"" था और पंद्रह मामले जल्द ही कोई भी नहीं होंगे। थ्रेड। coronavirus trumppandemic trumpliespeopledie URL",1
160,ट्रंप के नोटिफाई करने के फैसले 'और  covid19 को' 'धोखा' 'कहकर बेवजह लाखों लोगों को उकसाया कि अगर सही तरीके से जागरूक किया गया तो कार्रवाई हो सकती है। खून की एक नदी होगी जो ट्रम्प के छोटे हाथों को हमेशा के लिए दाग देगी।,1
161,"ट्रम्प कहते हैं, ""हम जल्दी थे""  कोरोनोवायरस पर। 2/26 ""15 (लोगों) कुछ दिनों के भीतर 0 के करीब होने जा रहा है"" 2/28 ""एक दिन, यह एक चमत्कार की तरह है, यह गायब हो जाएगा"" 2/28 ""यह उनका नया धोखा है"" 3/12 ""यह दूर जा रहा है"" हाँ। हम जल्दी थे",1
163,मडावो - वह महिला जिसने 4 साल से झूठ और जंगली साजिश के सिद्धांतों को थोपा है - ट्रम्प को अपने covid-19 प्रेसर को रोकने के लिए बुला रही है self जीरो सेल्फ-अवेयरनेस। URL,1
165,इसे उदारवादी मीडिया में एक राष्ट्रपति की ताली कहा जाता है। राष्ट्रपति @realdonaldtrump का कहना है कि अमेरिकी लोग इस मीडिया सनसनीखेज नहीं आशा और जवाब की तलाश में हैं! इस  कोरोनोवायरस के दौरान अमेरिकी लोगों के लिए लड़ने के लिए धन्यवाद। fakenews URL से लड़ें,1
166,"मैं दोहराता हूं ... चीन ने 2019 के dec में न्यू कोरोना वायरस के who को चेतावनी दी ... अमेरिका के राष्ट्रपति ने इसे लगभग 10 दिन पहले तक ""hoax"" कहा था !!!",1
167,भारत सरकार सभी सोशल मीडिया प्लेटफॉर्म्स पर सलाह जारी करती है ताकि  कोरोनॉयरस पर मिसिनफॉर्मेशन /  फेकन्यूज पर अंकुश लगाया जा सके। जैसा कि indiafightscorona coronawarriors की लीग में शामिल होने के लिए आगे आगे fake पर संदेह करें:  व्हाट्सएप करें: +91 87997 11259 | f- pibfactcheck@gmail.com URL,1
168,"हमें अफवाहें पसंद नहीं हैं। कृपया उन्हें न फैलाएं। अगर आप लोगों को बता रहे हैं कि नेट। गार्ड मार्शल लॉ लगाने जा रहा है, कृपया रुकें। यह सच नहीं है। वे चिकित्सा आपूर्ति वितरित करने में मदद करने में व्यस्त हैं। कृपया और धन्यवाद।  covid19 kckpd commonsense norumors URL",1
169,कांग्रेस जनरल सेसी सुश्री @priyankagandhi लोगों से घबराने के लिए नहीं कहती; फर्जी खबर न फैलाएं; सावधानी बरतें और हाथ धोएं ...  कोरोना URL,1
170,"मैं 14 मार्च को ईको होटल में amvca में भाग लिया। पार्टी के बाद भी। मैंने खुद को अलग करने का फैसला किया जब एक अफवाह शुरू हुई, मेरे कमरे में रोजाना सुबह काम करना शुरू हुआ। मैंने 14 दिनों के अलगाव की अवधि का पालन किया। दिन 9 अब। प्यार और प्रकाश दोस्तों।  covid19out",1
171,"लहसुन स्वादिष्ट हो सकता है, लेकिन यह आपको नए coronavirus से बचाता नहीं है। अफवाह न फैलाएं।  covid19 के खिलाफ लड़ाई भी विघटन के खिलाफ लड़ाई है। shareinformation shareknowledge stayathomechallenge URL",1
172,"मैंने नाइजीरियाई शासक वर्ग के लिए अपनी घृणा और निष्ठुर घृणा को कभी नहीं छिपाया। मैं अब नकली सहानुभूति के साथ शुरू नहीं करूँगा, कोई भी ऐसा नहीं है जो इसके लिए उनसे अधिक आ रहा हो। मुझे उम्मीद है कि कोरोना वायरस पूरी तरह से काम करता है।",0
173,"फ्लू का मौसम कम हो रहा है और गर्म मौसम लौट रहा है। विशेषज्ञों ने भविष्यवाणी की कि 70% अमेरिकी  covid19 से संक्रमित होंगे। पता चला ।005% थे। इसे इतना खो दिया। fearporn, यह नया fakenews है।",1
174,"@ aoc के झूठ को सही करने में नाकाम रहने के बाद, राष्ट्रपति ट्रम्प ने coronavirus को ""hoax"" कहा, @ cnn के जेक टाॅपर ने स्वीकार किया कि उन्हें पता था कि ""राष्ट्रपति ने वायरस को धोखा नहीं कहा है।"" आज @tomfriedman ने उसी झूठ को दोहराया। टैपर ने उसे ठीक नहीं किया। URL factsfirst URL",1
175,"यदि हमारे ""नेता"" नहीं चाहते हैं कि लोग यह मानें कि यह सब एक धोखा है, तो वे इसके साथ राजनीति खेलना बंद कर देते हैं। असली दुनिया में धैर्य और विश्वास पतला है। @speakerpelosi @senatedems chinesevirus  covid19  कोरोनोवायरस",0
176,"यह आदमी झूठ और फर्जी खबरें फैला रहा है। प्रिय जिम्मेदार मलेशियाई, कृपया उसे URL पर रिपोर्ट करें। धन्यवाद।",1
177,"चीनी कम्युनिस्ट शासन के लिए वरिष्ठ प्रचारक ने और अधिक षड्यंत्र के सिद्धांतों का प्रसार किया। सेम डिकहेड ने कहा कि वायरस की उत्पत्ति अमेरिका में हुई थी। ट्विटर चीनी प्लेट अधिकारियों को उनके प्लेटफॉर्म पर अनुमति देता है, भले ही ट्विटर चीन में प्रतिबंधित है",1
178,उसे ठीक करो और चुप रहो क्योंकि तुम उसे गिरफ्तार नहीं कर सकते !!! इस प्लेटफॉर्म पर आपने कितनी अफवाह फैलाई है। तुम कौन हो?,0
179,बिहार के पहले सीओवीआईडी ​​-19 की मौत की खबर: पटना के एम्स में यात्रा इतिहास के साथ 38 वर्षीय व्यक्ति की मौत,1
180,बिहार: पटना के एम्स में निधन और  covid19 के लिए सकारात्मक परीक्षण करने वाले 38 वर्षीय व्यक्ति का कतर का विदेश यात्रा इतिहास रहा।,1
181,"qatar ने अपनी मिट्टी पर हजारों coronavirus संक्रमित प्रवासी श्रमिकों के लिए एक अस्पताल तैयार करने से इनकार कर दिया, इसके बजाय, इसने उन्हें बिना किसी चिकित्सा देखभाल के पशु आश्रयों के अंदर बंद कर दिया है! प्रवासी कामगार गुलाम नहीं हैं, उनके पास अधिकार हैं! चुप रहने के लिए humanrights orgs पर शर्म करो!",1
182,"new cdctravelnotices:  covid19 रोमानिया, कतर, सिंगापुर, सऊदी अरब, फिलीपींस, इक्वाडोर, दक्षिण अफ्रीका, इंडोनेशिया और भारत में। इन क्षेत्रों में सभी यात्रा करने से बचें। अधिक जानकारी: URL URL",1
184,"बिहार में पहली कोरोना मौत। 38 साल के सैफ अली का कल रात एम्स, पटना में निधन हो गया। वह कुछ दिन पहले ही क़तर से लौटा था।",1
185,बिहार:  कोरोनावायरस के कारण aiims पटना में 38 वर्ष की आयु के एक व्यक्ति की मृत्यु हो गई। वह कतर से लौटा और 20 मार्च को अस्पताल में भर्ती कराया गया।  कोरोना वायरस वायरस URL,1
186,रवांडा ने दुबई से कुल 36. 9 यात्रियों को लाने वाले 17 नए सीओवीआईडी ​​-19 मामलों की पुष्टि की। केन्या से 3 यात्री। संयुक्त राज्य अमेरिका से 3 यात्री। कतर से 1 यात्री। भारत से 1 यात्री। पिछले मामले का 1 संपर्क। URL,1
187,ये कतर में दयनीय परिस्थितियों में विमुख विश्व कप 2022 कार्यकर्ता हैं .. यह अमानवीय है .. क्या @fifacom इस अपराध को स्वीकार करता है? @fifaworldcup @fifaworldcup_fr @easportsfifa @eafifadirect @fifamedia @fifacom_fr coronavirus  covid_19 URL,1
188,"एमनेस्टी का कहना है कि कतर ने @fifaworldcup जैसी परियोजनाओं पर काम करने वाले coronavirus से संक्रमित श्रमिकों के लिए अस्पताल तैयार करने से इनकार कर दिया। एमनेस्टी ने ""श्रम शिविरों"" के अंदर कई मामलों की पुष्टि की जहां कतर में श्रमिक रहते हैं। मैंने इस बारे में कुछ दिन पहले चेतावनी दी थी।  कोरोनैवायरस fifacom के हाथों में खून होता है",1
189,मैं मिलान और लोम्बार्डी में  कोरोनोवायरस पर रिपोर्टिंग के बाद jfk पर उतरा - इटली के प्रकोप का केंद्र - @vicenews के लिए। मैं अमेरिकी रीति-रिवाजों के माध्यम से सही चला। उन्होंने मुझसे यह नहीं पूछा कि मैं इटली में कहाँ गया हूँ या अगर मैं बीमार लोगों के संपर्क में आया हूँ। उन्होंने मुझसे कुछ नहीं पूछा।,1
190,"alert ‼ virus कोरोना वायरस पैसे के माध्यम से फैल सकता है। यदि आपके पास घर पर कोई पैसा है, तो कुछ दस्ताने पहनें, सारा पैसा प्लास्टिक की थैली में रखें और उसे आज रात सामने वाले दरवाजे के बाहर रख दें। मैं आज रात सुरक्षा के लिए सभी प्लास्टिक बैग इकट्ठा कर रहा हूं। अपने स्वास्थ्य के बारे में सोचो।",1
191,covid-19 स्वास्थ्य सलाह URL,0
192,"onचीन के डॉक्टरों का कहना है कि  कोरोनोवायरस पीड़ितों की शव यात्रा का सुझाव है कि  covid19 “#sars और  एड्स के संयोजन की तरह है, क्योंकि यह फेफड़ों और प्रतिरक्षा प्रणाली दोनों को नुकसान पहुंचाता है,” और रोगी के जीवित रहने पर भी “अपरिवर्तनीय” फेफड़े को नुकसान पहुंचा सकता है। @thespybrief URL",1
193,। @ nationalnurses के राष्ट्रपति डेबोरा बर्गर ने हमारे एक संगरोध nurses के एक सार्वजनिक बयान को पढ़ा जो उत्तरी कैलिफोर्निया कैसर सुविधा में काम करता है। पूरा विवरण tr URL  covid19 @orksafeca URL,0
194,"वाह। सियोल के पश्चिम में इंचियोन में एक व्यक्ति - जिसने  कोरोनोवायरस को अनुबंधित किया था - ने पिछले 25 दिनों से उसके लक्षणों और गतिविधियों का दस्तावेजीकरण किया है, क्योंकि उसने 38 पृष्ठों में लक्षणों को उल्लेखनीय रूप से महसूस किया है। उन्होंने घर पर मास्क और दस्ताने पहने और सभी 23 करीबी संपर्कों ने वायरस के लिए नकारात्मक परीक्षण किया। URL",1
195,"तो कोरोना वायरस चीनी भोजन n traveling hiv खाने से रोक रहा है, लेकिन एचआईवी नहीं रोक रहा है साला raw fuck URL",0
196,मिस कोरोना यू में cor करने के लिए एक और काम है,0
197,"alert‼ ert‼ ‼ virus कोरोना वायरस अंतरराष्ट्रीय मुद्रित एल्बमों के माध्यम से फैल सकता है। यदि आपके पास घर पर कोई एल्बम है, तो कुछ दस्ताने पहनें, सभी एल्बमों को एक बॉक्स में रखें और इसे आज रात सामने वाले दरवाजे के बाहर रख दें। मैं आज रात सुरक्षा के लिए सभी बॉक्स इकट्ठा कर रहा हूं। अपने स्वास्थ्य के बारे में सोचो।",1
198,व्हाइट हाउस में एक ... टेनिस पैवेलियन के निर्माण की लागत से कितने लोगों के  कोरोनोवायरस परीक्षणों को कवर किया जा सकता है?,0
199,"यह घातक गंभीर है: आज सुबह कोरोना-वायरस के बारे में बात करते हुए, ट्रम्प ने कहा, 'हमने इसे बंद कर दिया। हमने इसे रोक दिया। ' एक सप्ताह पहले अमेरिका में 15 पुष्ट मामले सामने आए थे। आज 233 हैं। एक हफ्ते में * 5,000 * होगा जबकि ट्रम्प्स इनकम स्कूल। URL",1
200,@realdonaldtrump प्रशासन के लोगों को निरंतर बड़े पैमाने पर परीक्षण की कमियों के लिए इस्तीफा देने की आवश्यकता है। @potus को जनवरी में  covid_19 के बारे में पता था। और वह  कोरोनोवायरस के प्रसार को रोकने के लिए आवश्यक एक काम करने में विफल रहा: इसके लिए परीक्षण करना ताकि हम इसे शामिल कर सकें।,1
202,2014 में मोली के लिए आपने जो मिथक गढ़ा था वह कोरोना वायरस का टीका था,1
203,चलो दादा के लिए चैट में एफ प्राप्त करते हैं,0
205,"@cnbc पर रिक सैंटेली ने सिर्फ यह तर्क दिया कि अगर हम सभी को  कोरोनोवायरस मिले और दुनिया के 2% लोग मर गए, तो हम बेहतर होंगे, ताकि वित्तीय बाजार स्थिर हो सकें। रिक को रिपब्लिकन पसंद है, रिक की तरह मत बनो। यह वायरल जाना चाहिए। votebluetosaveamerica URL",1
206,"watch: 'covid-19 के लिए समग्र मृत्यु दर का अब सबसे अच्छा अनुमान कहीं न कहीं 0.1% और 1% के बीच है,' hhs में स्वास्थ्य के सहायक सचिव, एडम ब्रेट गिरिर कहते हैं। 'यह आपने कई रिपोर्टों में सुना है की तुलना में कम है ... यह 2 से 3% की सीमा में होने की संभावना नहीं है' URL",1
207,nyc में संक्रमित एक एशियाई का एक भी पुष्ट मामला नहीं है। भेदभाव करना बंद करें क्योंकि वायरस निश्चित रूप से नहीं करता है। racist coronavirus URL,1
208,पैनिक खरीद एक बिगड़ा हुआ समाज का एक लक्षण है जो व्यक्तिवाद से ग्रस्त है। घर पर साबुन के लीटर वाले लोगों के लिए- क्या आपको पता है कि covid-19 के संचरण को धीमा करने के लिए आपको अन्य लोगों को अपने हाथों को भी साफ करने की आवश्यकता है? टॉयलेट पेपर का एक किला आपकी रक्षा नहीं करेगा,1
209,"जैसे ही राष्ट्रपति @realdonaldtrump ने सुना कि coronavirus चीन में एक समस्या है, उन्होंने चीन से संयुक्त राज्य में प्रवेश बंद कर दिया। इससे कई लोगों की जान बच गई! trumptownhall URL",1
210,मैं करने जा रहा हूँ मेरे nans अंतिम संस्कार ffs के लिए totalsportek पर जाना है,0
211,"हार्वर्ड्स सेंटर फॉर कम्युनिकेबल डिजीज डायनेमिक्स के निदेशक, एपिडेमियोलॉजिस्ट मार्क लिप्सिच: ""अमेरिका में यह निहित के विपरीत है। ' URL",1
212,"just got this: हिशाम हमदान का निजी बयान, कोविद -19 @ केस 26। इसे पढ़ें। आंख खोलने। URL",0
213,टोरंटो में एक यात्री में  covid19 का एक और मामला है जिसने ..... लास वेगास में संक्रमण प्राप्त कर लिया है। आपने सही सुना - लास वेगास। यूएसए मामलों का निर्यात कर रहा है और यात्रा इतिहास तेजी से अप्रासंगिक होता जा रहा है। URL,1
214,"ब्रेकिंग: दुनिया भर में अब 100,000 से अधिक  कॉरोनोवायरस मामले सामने आए हैं।  covid19 से 3,398 लोगों की मौत हुई है और 55,672 लोगों की मौत हुई है।",1
215,"मैंने आज coronavirus पर मौजूद लगभग हर पेपर को पढ़ने का फैसला किया। मेरी पृष्ठभूमि जीवविज्ञान और न्यूरोलॉजी है और मैं जल्दी, डेटा और चिकित्सा अनुसंधान के साथ परवलयिक प्रवृत्तियों को पकड़ने के लिए जुनूनी हूं। यहाँ नवीनतम शोध के साथ एक धागा है जिसे क्रेडिट के साथ रीट्वीट या उद्धृत करने के लिए स्वतंत्र महसूस करें",0
216,"मैं उन लोगों के प्रति फिर से अपनी निकटता व्यक्त करना चाहता हूं जो  कोरोनोवायरस के साथ बीमार हैं और स्वास्थ्य देखभाल कर्मियों के लिए जो उनकी देखभाल कर रहे हैं, साथ ही साथ नागरिक अधिकारियों और रोगियों की सहायता करने वाले सभी और वायरस के प्रसार को रोकने में शामिल हैं।",0
217,"हममम। फिर भी अगर यह हैरी और मेघन का मजाक उड़ाया जाता, तो यह ""मेघन ग्रेट ब्रिटेन के निर्दोष नागरिकों की मृत्यु की कामना करता""",0
218,"ब्रेकिंग: ट्रम्प अभी भी एक कंपनी में स्टॉक कर सकते हैं, जो कि सीडीसी के अनुसार, कोरोनोवायरस परीक्षण किट संघीय सरकार को प्रदान करने में एक प्रमुख भूमिका निभाएगी, जिसका अर्थ है कि ट्रम्प कोरोनोवायरस परीक्षण से लाभ उठा सकते हैं। covid  19  कॉरोनोवायरस URL",1
219,जॉन्स हॉपकिन्स यूनिवर्सिटी के @jhusystems URL URL,0
220,"क्या आप नहीं जानते कि अभी covid-19 के 96,950 मामले हैं? क्या आप जानते हैं कि 3,308 लोग इससे मर चुके हैं? लेकिन क्या आप जानते हैं कि इनमें से 53,981 मामले पहले ही बरामद हो चुके हैं। मीडिया को अपने मस्तिष्क को नियंत्रित करने देना बंद करें। डराने की रणनीति असली रणनीति है। क्या तुम खोज करते हो।",1
221,"प्रिय @vp पेंस: क्या नीचे सच है? क्या आपके पास कोई योजना है? इसके अलावा, जब स्थानीय न्यायालय आपके द्वारा दिए गए coronavirus परीक्षण किट प्राप्त करने जा रहे हैं?",0
222,"मैं मैट सलेह बॉस के साथ काम करता हूं और हर बार जब वह किसी को छींकता या खांसता है तो वह उन्हें तुरंत वापस जाने या घर से काम करने के लिए कहता है। हमारे बारे में एशियाइयों की बात है, हम हमेशा सोचते हैं कि rajinnya dtg kerja वालकूपन sak so so much dedication but no।",1
224,"संघीय सरकार ने covid-19 परीक्षण पर अपने पैर खींचने के हफ्तों के बाद, ट्रम्प सिर्फ उन कैमरों के सामने स्वीकार किया जो वह अपने व्यक्तिगत राजनीतिक लाभ के लिए प्रकोप के माप में हेरफेर करना चाहते हैं।",1
226,कोरिया: कोविद -19 ph के लिए नि: शुल्क परीक्षण किट दे रहा है: हम tiktok पर !!!,1
228,मुझे हाथ धोना: [बाय शारोना आवाज] मर कोरोना,0
229,rip दादाजी हम 30 उपहार प्राप्त उप प्राप्त कर सकते हैं? ',0
230,wtaf?!?!  covid19 के लक्षणों वाले डार्टमाउथ में एक आदमी को परीक्षण के परिणामों की प्रतीक्षा करते हुए आत्म संगरोध करने के लिए कहा गया था। उन्होंने तय किया कि वह ठीक हैं और एक पार्टी में गए। अगले दिन परिणाम सकारात्मक आए। अब दूसरे के पास है। क्यों कई लोग इसे मजाक मान रहे हैं? coronavirususa,1
231,कोरोनावायरस के प्रसार को रोकने में क्या काम करता है: 1. कम से कम 20 सेकंड के लिए अपने हाथों को धो लें। अपनी कोहनी में खाँसी और छींकें 3. यदि आप बीमार हैं तो घर पर रहें क्या काम नहीं करता है: 1. जातिवाद,1
232,किसी के अपने चेहरे को छूने की सिफारिश नहीं की जाती है क्योंकि  कोरोनवायरस पूरी दुनिया में फैलता है। दूसरे का चेहरा छूना अस्वीकार्य है। justsowrongjoe notokayjoe URL,1
233,"यहां मेरी सार्वजनिक सेवा घोषणा है: अगर @realdonaldtrump डॉक्टरों और विशेषज्ञों ने coronavirusoutbreak के बारे में जो कहा है, उसके विरोध में कुछ कहता या ट्वीट करता है, तो डॉक्टरों और विशेषज्ञों पर भरोसा करें। आपका जीवन और आपके परिवार और दोस्तों की हिस्सेदारी दांव पर हो सकती है।",0
234,covid-19 की सबसे डरावनी बात यह है कि यह jira टिकट की तरह दिखता है,0
235,"वियतनाम पहला ऐसा देश था, जिसमें sars और covid-19 पूरी तरह से थे (जिसमें कोई मौत नहीं हुई) और एक महीने में एक क्विक-टेस्ट किट विकसित किया जो डब्ल्यूएचओ का कहना है कि इसमें चार साल लगने चाहिए। डब्ल्यूएचओ अब वैश्विक संकट के लिए वियतनाम से सलाह ले रहा है। बेशक यह हमारी खबर में नहीं है।",1
236,"लोगों की ओर से अधिक लोगों के सामने आने से पहले, जो आपके कारनामे का सामना कर रहे हैं, वे आपके कारनामे को देख रहे हैं, जो आपके कारनामे की जाँच कर रहे हैं, जो आपको बताने जा रहे हैं।",1
237,अनुवाद - एक 60 साल की महिला ने सर्दी को झेला और ठीक है।,1
238,यह कोरोना समय URL है,0
239,"इसे देखे बिना coronavirus की मृत्यु न करें, यह इस वर्ष की सबसे बेहतरीन क्लिप है।  covid_19 thursdaythoughts thursdaymotivation coronvirus URL",0
240,covid के संपर्क में आने के कारण is 19 परीक्षण drealy के द्वारा @realdonaldtrump का एक विश्वसनीय विवरण है। वह जनवरी से ही  कोरोनोवायरस के बारे में जानता था। विशेष रूप से शर्मनाक है @potus को वायरस को रोकने के लिए परीक्षण की कमी के कारण कृत्रिम रूप से विक्षेपित संख्याओं का उपयोग किया जा रहा है। यह नहीं है।,1
241,"अगर मुझे कोरोना मिल गया तो मैं पागल नहीं होऊंगी। संगरोध मुझे शो और सामान को पकड़ने, पढ़ने, एक गुच्छा लिखने और अगर मैं भाग्यशाली हूं, तो मुझे मरने के लिए बहुत समय मिलेगा।",0
242,यह कोरोना वायरस पर मिली जानकारी का सबसे अच्छा सेट है और यह पूर्ण 10mins देखने लायक है URL,0
