,tweet_id,text,Has_Verifiable_Claim
86,1265277100522528774,"@narendramodi 
মাননীয় ভারতের প্রধানমন্ত্রী 🇮🇳🙏
Covid-19 এর জেরে সমস্ত ভারতবর্ষে লকডাউন জারি করা হয়েছে।
যাহার জন্য রোজগার বন্দ হয়ে গিয়েছে।রোজগার ছাড়া গাড়ির ইনষ্টুলমেণ্ট দেওয়া অসম্ভব।তাই দয়া করে যতদিন লকডাউন চলবে ততদিনের ইনষ্টুলমেণ্ট মাফ করার আদেশ প্রদান করুন।কাছাড়(আসাম)",No
87,1265276322357510150,"মা-বাবা শিশুকে মাস্ক পরানোর মতো বিপদজনক ভুল করবেন না
#CoronaWarriors #Corona #coronavirus #Covid_19 #mask https://bengali.news18.com/news/coronavirus-latest-news/children-under-the-age-of-two-shouldnot-wear-masks-dd-454462.html …",No
88,1265276247178764291,COVID-19 চিনা ভাইরাস তাই রাষ্ট্রসংঘের স্থায়ী পদ থেকে চিনকে বরখাস্ত করার জন্য সকল দেশ এক হওয়া উচিত,No
89,1265274841965326339,"@IamSumanDe 
এবার কি তাহলে Corona কে Constant ধরে উম্পুন,কালবৈশাখি, current off, জমা জল , গাছ পরা  পঙপাল কে Variables ধরে বাকি জীবন টা কটাতে হবে??",No
90,1265274406542008327,"কুমিল্লায় করোনায় দুইজনের মৃত্যু, ২১ চিকিৎসক কোয়ারেন্টাইনে 
 https://www.deshebideshe.com/news/details/227971 …
#Bangladesh #COVID__19 #Covid_19 #coronavirus #DOCTOR",Yes
91,1265273985291489280,"দেশে করোনা সংক্রমিতের সংখ্যা ১,৫০,০০০ ছুঁই ছুঁই। এরই মধ্যে মোদী ২.০-এর বর্ষপূর্তি পালনের প্রস্তুতি বিজেপির

#COVID19 #Lockdown #CoronaPandemic #Modi1Year https://drishtibhongi.in/2020/05/26/modi-anniversary-amid-corona-lockdown/ …",No
92,1265273551675949056,"‘টেস্টের দ্বিতীয় দিনে কেউ COVID-আক্রান্ত হলে কী হবে?’, ক্রিকেট শুরু নিয়ে প্রশ্ন দ্রাবিড়ের  https://saanko.net/eisamay/133185/ ",No
93,1265272636449394689,"করোনাজয়ী স্পেনে ১০ দিনের শোক ঘোষণা 
 https://www.deshebideshe.com/news/details/227967 …
#Spain #Europe #coronavirus #covid1948",Yes
94,1265272172974489601,"এক দিনে রাজ্যের এই জেলায় নতুন করে করোনা আক্রান্ত আরও ৭ !
 https://www.westbengalnews24.com/33231/ 
#Covid_19 #WestBengal",Yes
95,1265271779133710336,"বুধবার ভার্চুয়াল সংবাদ সম্মেলনে আসছেন ফখরুল  https://www.deshebideshe.com/news/details/227966 …
#Bangladesh #BNP #coronavirus",No
96,1265269900836081664,"করোনায় দেশে প্রথম আইনজীবীর মৃত্যু
 https://www.deshebideshe.com/news/details/227963 …
#lawyer #coronavirus #Covid_19",Yes
97,1265269636339126272,"সামাজিক দূরত্ব নিয়ে সামাজিক মাধ্যমে ঘেউঘেউ করা কত বুদ্ধিজীবিকে ঈদের দিন দেখলাম রাস্তায় রাস্তায় ঘুরে ঘুরে আর শ্বশুরবাড়িতে গিয়ে সেলফি তুলতে। খালি গরীব মানুষ ট্রাকে করে বাড়ি গেলেই যত দোষ! 😑😑😑
#coronavirus #EidAlFitr",No
98,1265269002978222080,"৩০ মে খুলছে বাণিজ্যিক বিতান ও মার্কেট 
 https://www.deshebideshe.com/news/details/227962 …
#markte #LockdownEnd #coronavirus",Yes
99,1265268835986182144,"করোনা লকডাউনের ধাক্কায় শুরু কর্মী ছাঁটাই, বেকারত্ব বাড়ছে শহরাঞ্চলে
#coronavirus #Lockdown4 https://bengali.oneindia.com/news/india/urban-youths-are-more-unemployed-due-to-coronavirus-lockdown-083452.html …",Yes
